Name,hydrophobicity,class
seq1047,-0.39,nonDRNA
seq1048,-0.249,nonDRNA
seq1049,-0.093,nonDRNA
seq1050,-0.395,nonDRNA
seq1051,-0.523,nonDRNA
seq1052,-0.116,nonDRNA
seq1053,-0.731,nonDRNA
seq1054,-0.163,nonDRNA
seq1055,-0.302,nonDRNA
seq1056,-0.571,nonDRNA
seq1057,0.003,nonDRNA
seq1058,-0.591,nonDRNA
seq1059,-0.41,nonDRNA
seq1060,-0.592,nonDRNA
seq1061,-0.355,nonDRNA
seq1062,0.775,nonDRNA
seq1063,-0.124,nonDRNA
seq1064,-0.486,nonDRNA
seq1065,-0.402,nonDRNA
seq1066,-0.26,nonDRNA
seq1067,-0.151,nonDRNA
seq1068,-0.151,nonDRNA
seq1069,-0.661,nonDRNA
seq1070,-0.513,nonDRNA
seq1071,-0.748,nonDRNA
seq1072,-0.433,nonDRNA
seq1073,-0.446,nonDRNA
seq1074,-0.361,nonDRNA
seq1075,-0.658,nonDRNA
seq1076,-0.238,nonDRNA
seq1077,-0.346,nonDRNA
seq1078,-0.548,nonDRNA
seq1079,-0.255,nonDRNA
seq1080,0.387,nonDRNA
seq1081,-0.182,nonDRNA
seq1082,-0.47,nonDRNA
seq1083,-0.325,nonDRNA
seq1084,-0.761,nonDRNA
seq1085,-0.243,nonDRNA
seq1086,-0.468,nonDRNA
seq1087,0.058,nonDRNA
seq1088,-0.259,nonDRNA
seq1089,-0.447,nonDRNA
seq1090,-0.594,nonDRNA
seq1091,-0.167,nonDRNA
seq1092,-0.041,nonDRNA
seq1093,-0.34,nonDRNA
seq1094,-0.293,nonDRNA
seq1095,-0.047,nonDRNA
seq1096,-0.314,nonDRNA
seq1097,-0.177,nonDRNA
seq1098,-0.083,nonDRNA
seq1099,-0.187,nonDRNA
seq1100,-0.295,nonDRNA
seq1101,-0.555,nonDRNA
seq1102,0.012,nonDRNA
seq1103,-0.072,nonDRNA
seq1104,-0.161,nonDRNA
seq1105,-0.544,nonDRNA
seq1106,-0.459,nonDRNA
seq1107,-0.513,nonDRNA
seq1108,-0.77,nonDRNA
seq1109,-0.207,nonDRNA
seq1110,-0.318,nonDRNA
seq1111,-0.612,nonDRNA
seq1112,-0.61,nonDRNA
seq1113,-0.377,nonDRNA
seq1114,-0.549,nonDRNA
seq1115,0.032,nonDRNA
seq1116,0.014,nonDRNA
seq1117,-0.033,nonDRNA
seq1118,-0.29,nonDRNA
seq1119,0.064,nonDRNA
seq1120,-0.694,nonDRNA
seq1121,-0.374,nonDRNA
seq1122,-0.265,nonDRNA
seq1123,-0.89,nonDRNA
seq1124,-0.138,nonDRNA
seq1125,-0.123,nonDRNA
seq1126,-0.145,nonDRNA
seq1127,0.037,nonDRNA
seq1128,-0.75,nonDRNA
seq1129,-0.76,nonDRNA
seq1130,0.243,nonDRNA
seq1131,-0.28,nonDRNA
seq1132,-0.49,nonDRNA
seq1133,-0.482,nonDRNA
seq1134,-0.416,nonDRNA
seq1135,0.662,nonDRNA
seq1136,-0.685,nonDRNA
seq1137,-0.206,nonDRNA
seq1138,-0.223,nonDRNA
seq1139,-0.569,nonDRNA
seq1140,-0.436,nonDRNA
seq1141,-0.276,nonDRNA
seq1142,-0.396,nonDRNA
seq1143,-0.36,nonDRNA
seq1144,-0.667,nonDRNA
seq1145,-0.616,nonDRNA
seq1146,-0.479,nonDRNA
seq1147,-0.245,nonDRNA
seq1148,-0.367,nonDRNA
seq1149,-0.332,nonDRNA
seq1150,-0.174,nonDRNA
seq1151,-0.551,nonDRNA
seq1152,-0.418,nonDRNA
seq1153,-0.402,nonDRNA
seq1154,-0.135,nonDRNA
seq1155,-0.142,nonDRNA
seq1156,0.277,nonDRNA
seq1157,-0.618,nonDRNA
seq1158,-0.289,nonDRNA
seq1159,-0.366,nonDRNA
seq1160,-0.003,nonDRNA
seq1161,-0.009,nonDRNA
seq1162,-0.428,nonDRNA
seq1163,-0.349,nonDRNA
seq1164,-1.316,nonDRNA
seq1165,-0.235,nonDRNA
seq1166,0.043,nonDRNA
seq1167,0.064,nonDRNA
seq1168,-0.458,nonDRNA
seq1169,0.468,nonDRNA
seq1170,0.079,nonDRNA
seq1171,-0.104,nonDRNA
seq1172,-0.298,nonDRNA
seq1173,-0.075,nonDRNA
seq1174,-0.36,nonDRNA
seq1175,-0.148,nonDRNA
seq1176,-0.34,nonDRNA
seq1177,-0.344,nonDRNA
seq1178,-0.294,nonDRNA
seq1179,0.41,nonDRNA
seq1180,-0.296,nonDRNA
seq1181,0.197,nonDRNA
seq1182,-0.183,nonDRNA
seq1183,-0.243,nonDRNA
seq1184,-0.036,nonDRNA
seq1185,-0.624,nonDRNA
seq1186,-0.372,nonDRNA
seq1187,-0.096,nonDRNA
seq1188,-0.467,nonDRNA
seq1189,-0.423,nonDRNA
seq1190,-0.349,nonDRNA
seq1191,-0.299,nonDRNA
seq1192,-0.902,nonDRNA
seq1193,-0.331,nonDRNA
seq1194,-0.259,nonDRNA
seq1195,-0.63,nonDRNA
seq1196,-0.365,nonDRNA
seq1197,-0.301,nonDRNA
seq1198,-0.598,nonDRNA
seq1199,-0.201,nonDRNA
seq1200,-0.6,nonDRNA
seq1201,-0.266,nonDRNA
seq1202,-0.168,nonDRNA
seq1203,-0.182,nonDRNA
seq1204,-0.259,nonDRNA
seq1205,-0.142,nonDRNA
seq1206,-0.231,nonDRNA
seq1207,-0.151,nonDRNA
seq1208,0.047,nonDRNA
seq1209,-0.042,nonDRNA
seq1210,-0.102,nonDRNA
seq1211,-0.235,nonDRNA
seq1212,-0.264,nonDRNA
seq1213,-0.199,nonDRNA
seq1214,0.073,nonDRNA
seq1215,0.139,nonDRNA
seq1216,-0.211,nonDRNA
seq1217,-0.278,nonDRNA
seq1218,-0.196,nonDRNA
seq1219,-0.629,nonDRNA
seq1220,0.014,nonDRNA
seq1221,-0.283,nonDRNA
seq1222,-0.557,nonDRNA
seq1223,-0.17,nonDRNA
seq1224,-0.338,nonDRNA
seq1225,-0.399,nonDRNA
seq1226,-0.314,nonDRNA
seq1227,-0.681,nonDRNA
seq1228,0.222,nonDRNA
seq1229,0.021,nonDRNA
seq1230,-0.215,nonDRNA
seq1231,-0.407,nonDRNA
seq1232,-0.141,nonDRNA
seq1233,-0.442,nonDRNA
seq1234,-0.013,nonDRNA
seq1235,-0.057,nonDRNA
seq1236,-0.567,nonDRNA
seq1237,-0.307,nonDRNA
seq1238,-0.754,nonDRNA
seq1239,0.034,nonDRNA
seq1240,0.074,nonDRNA
seq1241,-0.161,nonDRNA
seq1242,-0.194,nonDRNA
seq1243,-0.122,nonDRNA
seq1244,-0.359,nonDRNA
seq1245,-0.542,nonDRNA
seq1246,-0.748,nonDRNA
seq1247,-0.555,nonDRNA
seq1248,-0.54,nonDRNA
seq1249,-0.59,nonDRNA
seq1250,-0.567,nonDRNA
seq1251,-0.602,nonDRNA
seq1252,0.002,nonDRNA
seq1253,-0.438,nonDRNA
seq1254,-0.399,nonDRNA
seq1255,-0.428,nonDRNA
seq1256,-0.27,nonDRNA
seq1257,-0.374,nonDRNA
seq1258,-0.463,nonDRNA
seq1259,-0.124,nonDRNA
seq1260,-0.431,nonDRNA
seq1261,-0.233,nonDRNA
seq1262,-0.262,nonDRNA
seq1263,-0.225,nonDRNA
seq1264,-0.286,nonDRNA
seq1265,0.014,nonDRNA
seq1266,-0.27,nonDRNA
seq1267,-0.115,nonDRNA
seq1268,-0.151,nonDRNA
seq1269,-0.202,nonDRNA
seq1270,-0.181,nonDRNA
seq1271,0.142,nonDRNA
seq1272,-0.385,nonDRNA
seq1273,-0.397,nonDRNA
seq1274,0.789,nonDRNA
seq1275,-0.12,nonDRNA
seq1276,0.491,nonDRNA
seq1277,-0.471,nonDRNA
seq1278,0.51,nonDRNA
seq1279,-0.422,nonDRNA
seq1280,-0.67,nonDRNA
seq1281,-0.366,nonDRNA
seq1282,-0.29,nonDRNA
seq1283,-0.359,nonDRNA
seq1284,-0.426,nonDRNA
seq1285,-0.575,nonDRNA
seq1286,-0.654,nonDRNA
seq1287,-0.649,nonDRNA
seq1288,-0.509,nonDRNA
seq1289,-0.551,nonDRNA
seq1290,-0.608,nonDRNA
seq1291,-0.202,nonDRNA
seq1292,-0.35,nonDRNA
seq1293,-0.877,nonDRNA
seq1294,-0.149,nonDRNA
seq1295,-0.175,nonDRNA
seq1296,0.045,nonDRNA
seq1297,-0.893,nonDRNA
seq1298,-0.292,nonDRNA
seq1299,0.116,nonDRNA
seq1300,0.1,nonDRNA
seq1301,-0.671,nonDRNA
seq1302,0.208,nonDRNA
seq1303,-0.416,nonDRNA
seq1304,-0.417,nonDRNA
seq1305,-0.248,nonDRNA
seq1306,-0.47,nonDRNA
seq1307,-0.51,nonDRNA
seq1308,-0.56,nonDRNA
seq1309,-0.129,nonDRNA
seq1310,-0.097,nonDRNA
seq1311,-0.25,nonDRNA
seq1312,-0.254,nonDRNA
seq1313,-0.439,nonDRNA
seq1314,-0.122,nonDRNA
seq1315,-0.136,nonDRNA
seq1316,-0.119,nonDRNA
seq1317,0.08,nonDRNA
seq1318,-0.419,nonDRNA
seq1319,-0.568,nonDRNA
seq1320,-0.324,nonDRNA
seq1321,-0.644,nonDRNA
seq1322,-0.166,nonDRNA
seq1323,-0.38,nonDRNA
seq1324,-0.01,nonDRNA
seq1325,0.049,nonDRNA
seq1326,0.043,nonDRNA
seq1327,-0.098,nonDRNA
seq1328,-0.619,nonDRNA
seq1329,-0.619,nonDRNA
seq1330,-0.051,nonDRNA
seq1331,-0.017,nonDRNA
seq1332,-0.112,nonDRNA
seq1333,-0.207,nonDRNA
seq1334,0.069,nonDRNA
seq1335,-0.51,nonDRNA
seq1336,-0.586,nonDRNA
seq1337,-0.386,nonDRNA
seq1338,-0.244,nonDRNA
seq1339,-0.19,nonDRNA
seq1340,-0.319,nonDRNA
seq1341,-0.186,nonDRNA
seq1342,-0.672,nonDRNA
seq1343,-0.673,nonDRNA
seq1344,-0.34,nonDRNA
seq1345,-0.97,nonDRNA
seq1346,-0.114,nonDRNA
seq1347,-0.203,nonDRNA
seq1348,-0.194,nonDRNA
seq1349,-0.413,nonDRNA
seq1350,0.005,nonDRNA
seq1351,0.347,nonDRNA
seq1352,-0.558,nonDRNA
seq1353,-0.315,nonDRNA
seq1354,-0.6,nonDRNA
seq1355,-0.358,nonDRNA
seq1356,-0.134,nonDRNA
seq1357,-0.142,nonDRNA
seq1358,-0.586,nonDRNA
seq1359,-0.593,nonDRNA
seq1360,-0.626,nonDRNA
seq1361,-0.076,nonDRNA
seq1362,-0.433,nonDRNA
seq1363,-0.29,nonDRNA
seq1364,-0.516,nonDRNA
seq1365,-0.612,nonDRNA
seq1366,-0.927,nonDRNA
seq1367,-0.232,nonDRNA
seq1368,-0.283,nonDRNA
seq1369,-0.512,nonDRNA
seq1370,-0.186,nonDRNA
seq1371,-0.516,nonDRNA
seq1372,-0.434,nonDRNA
seq1373,-0.816,nonDRNA
seq1374,-0.468,nonDRNA
seq1375,0.849,nonDRNA
seq1376,-0.619,nonDRNA
seq1377,-0.62,nonDRNA
seq1378,-0.516,nonDRNA
seq1379,-0.521,nonDRNA
seq1380,-0.173,nonDRNA
seq1381,-0.1,nonDRNA
seq1382,-0.115,nonDRNA
seq1383,0.012,nonDRNA
seq1384,-0.613,nonDRNA
seq1385,-0.819,nonDRNA
seq1386,-0.001,nonDRNA
seq1387,-0.282,nonDRNA
seq1388,-0.322,nonDRNA
seq1389,0.031,nonDRNA
seq1390,-0.295,nonDRNA
seq1391,-0.291,nonDRNA
seq1392,-0.268,nonDRNA
seq1393,-0.205,nonDRNA
seq1394,-0.437,nonDRNA
seq1395,-0.514,nonDRNA
seq1396,-0.091,nonDRNA
seq1397,-0.379,nonDRNA
seq1398,-0.241,nonDRNA
seq1399,-0.259,nonDRNA
seq1400,-0.44,nonDRNA
seq1401,-0.224,nonDRNA
seq1402,-0.216,nonDRNA
seq1403,-0.274,nonDRNA
seq1404,-0.099,nonDRNA
seq1405,-0.689,nonDRNA
seq1406,-0.188,nonDRNA
seq1407,-0.36,nonDRNA
seq1408,-0.449,nonDRNA
seq1409,-0.439,nonDRNA
seq1410,-0.287,nonDRNA
seq1411,-0.404,nonDRNA
seq1412,-0.492,nonDRNA
seq1413,-0.687,nonDRNA
seq1414,0.319,nonDRNA
seq1415,-0.359,nonDRNA
seq1416,-0.077,nonDRNA
seq1417,-0.353,nonDRNA
seq1418,-0.579,nonDRNA
seq1419,-0.252,nonDRNA
seq1420,-0.852,nonDRNA
seq1421,-0.66,nonDRNA
seq1422,-0.863,nonDRNA
seq1423,0.576,nonDRNA
seq1424,-0.34,nonDRNA
seq1425,-0.019,nonDRNA
seq1426,-0.571,nonDRNA
seq1427,-0.337,nonDRNA
seq1428,-0.589,nonDRNA
seq1429,-0.526,nonDRNA
seq1430,-0.504,nonDRNA
seq1431,-0.718,nonDRNA
seq1432,-0.518,nonDRNA
seq1433,-0.033,nonDRNA
seq1434,-0.846,nonDRNA
seq1435,-0.496,nonDRNA
seq1436,-0.079,nonDRNA
seq1437,-0.044,nonDRNA
seq1438,-0.042,nonDRNA
seq1439,-0.239,nonDRNA
seq1440,-0.107,nonDRNA
seq1441,0.436,nonDRNA
seq1442,-0.421,nonDRNA
seq1443,0.007,nonDRNA
seq1444,-0.949,nonDRNA
seq1445,0.093,nonDRNA
seq1446,-0.557,nonDRNA
seq1447,-0.573,nonDRNA
seq1448,0.062,nonDRNA
seq1449,-0.452,nonDRNA
seq1450,-0.328,nonDRNA
seq1451,-0.138,nonDRNA
seq1452,-0.239,nonDRNA
seq1453,-0.354,nonDRNA
seq1454,0.003,nonDRNA
seq1455,-0.469,nonDRNA
seq1456,1.539,nonDRNA
seq1457,0.247,nonDRNA
seq1458,0.05,nonDRNA
seq1459,-0.342,nonDRNA
seq1460,0.192,nonDRNA
seq1461,-0.37,nonDRNA
seq1462,-0.023,nonDRNA
seq1463,0.212,nonDRNA
seq1464,-0.092,nonDRNA
seq1465,-0.165,nonDRNA
seq1466,-0.324,nonDRNA
seq1467,0,nonDRNA
seq1468,-0.004,nonDRNA
seq1469,-0.513,nonDRNA
seq1470,-0.291,nonDRNA
seq1471,-0.106,nonDRNA
seq1472,-0.605,nonDRNA
seq1473,-0.536,nonDRNA
seq1474,-0.695,nonDRNA
seq1475,-0.62,nonDRNA
seq1476,-0.07,nonDRNA
seq1477,-0.503,nonDRNA
seq1478,-0.27,nonDRNA
seq1479,-0.408,nonDRNA
seq1480,-0.102,nonDRNA
seq1481,-0.394,nonDRNA
seq1482,-0.389,nonDRNA
seq1483,-0.454,nonDRNA
seq1484,0.061,nonDRNA
seq1485,-0.315,nonDRNA
seq1486,-0.231,nonDRNA
seq1487,-0.229,nonDRNA
seq1488,-0.407,nonDRNA
seq1489,-0.362,nonDRNA
seq1490,0.031,nonDRNA
seq1491,0.065,nonDRNA
seq1492,0.047,nonDRNA
seq1493,-0.263,nonDRNA
seq1494,-0.322,nonDRNA
seq1495,-0.282,nonDRNA
seq1496,-0.087,nonDRNA
seq1497,-0.133,nonDRNA
seq1498,-0.349,nonDRNA
seq1499,-0.073,nonDRNA
seq1500,0.113,nonDRNA
seq1501,-0.343,nonDRNA
seq1502,-0.271,nonDRNA
seq1503,-0.363,nonDRNA
seq1504,-0.08,nonDRNA
seq1505,0.308,nonDRNA
seq1506,-0.53,nonDRNA
seq1507,-0.419,nonDRNA
seq1508,-0.663,nonDRNA
seq1509,-0.456,nonDRNA
seq1510,-0.491,nonDRNA
seq1511,-0.521,nonDRNA
seq1512,-0.047,nonDRNA
seq1513,-0.107,nonDRNA
seq1514,-0.112,nonDRNA
seq1515,-0.387,nonDRNA
seq1516,-0.43,nonDRNA
seq1517,-0.296,nonDRNA
seq1518,-0.677,nonDRNA
seq1519,-0.675,nonDRNA
seq1520,-0.111,nonDRNA
seq1521,0.053,nonDRNA
seq1522,-0.286,nonDRNA
seq1523,-0.209,nonDRNA
seq1524,0.096,nonDRNA
seq1525,-0.205,nonDRNA
seq1526,-0.271,nonDRNA
seq1527,-0.176,nonDRNA
seq1528,-0.011,nonDRNA
seq1529,-0.682,nonDRNA
seq1530,-0.235,nonDRNA
seq1531,-0.206,nonDRNA
seq1532,-0.015,nonDRNA
seq1533,-0.116,nonDRNA
seq1534,-0.029,nonDRNA
seq1535,-0.398,nonDRNA
seq1536,-0.397,nonDRNA
seq1537,-0.192,nonDRNA
seq1538,-0.425,nonDRNA
seq1539,0.05,nonDRNA
seq1540,-0.256,nonDRNA
seq1541,-0.269,nonDRNA
seq1542,0.07,nonDRNA
seq1543,-0.498,nonDRNA
seq1544,-0.164,nonDRNA
seq1545,0.071,nonDRNA
seq1546,-0.208,nonDRNA
seq1547,-0.569,nonDRNA
seq1548,-0.465,nonDRNA
seq1549,-0.128,nonDRNA
seq1550,-0.502,nonDRNA
seq1551,0.037,nonDRNA
seq1552,-0.097,nonDRNA
seq1553,-0.466,nonDRNA
seq1554,-0.033,nonDRNA
seq1555,0.042,nonDRNA
seq1556,0.055,nonDRNA
seq1557,-0.197,nonDRNA
seq1558,-0.217,nonDRNA
seq1559,-0.204,nonDRNA
seq1560,-0.319,nonDRNA
seq1561,-0.4,nonDRNA
seq1562,-0.665,nonDRNA
seq1563,-0.046,nonDRNA
seq1564,0.021,nonDRNA
seq1565,-0.126,nonDRNA
seq1566,-0.49,nonDRNA
seq1567,-0.018,nonDRNA
seq1568,-0.288,nonDRNA
seq1569,-0.43,nonDRNA
seq1570,-0.583,nonDRNA
seq1571,-0.021,nonDRNA
seq1572,-0.383,nonDRNA
seq1573,0.563,nonDRNA
seq1574,-0.087,nonDRNA
seq1575,-0.285,nonDRNA
seq1576,-0.036,nonDRNA
seq1577,-0.496,nonDRNA
seq1578,-0.377,nonDRNA
seq1579,-0.045,nonDRNA
seq1580,-0.272,nonDRNA
seq1581,-0.266,nonDRNA
seq1582,-0.204,nonDRNA
seq1583,-0.383,nonDRNA
seq1584,-0.292,nonDRNA
seq1585,-0.193,nonDRNA
seq1586,-0.432,nonDRNA
seq1587,-0.554,nonDRNA
seq1588,-0.242,nonDRNA
seq1589,-0.321,nonDRNA
seq1590,-0.603,nonDRNA
seq1591,-0.541,nonDRNA
seq1592,-0.183,nonDRNA
seq1593,0.119,nonDRNA
seq1594,-0.296,nonDRNA
seq1595,-0.523,nonDRNA
seq1596,-0.209,nonDRNA
seq1597,-0.503,nonDRNA
seq1598,-0.259,nonDRNA
seq1599,0.095,nonDRNA
seq1600,-0.514,nonDRNA
seq1601,-0.239,nonDRNA
seq1602,-0.216,nonDRNA
seq1603,-0.07,nonDRNA
seq1604,-0.499,nonDRNA
seq1605,-0.819,nonDRNA
seq1606,-0.615,nonDRNA
seq1607,-0.171,nonDRNA
seq1608,-0.113,nonDRNA
seq1609,-0.496,nonDRNA
seq1610,-0.318,nonDRNA
seq1611,-0.159,nonDRNA
seq1612,-0.199,nonDRNA
seq1613,-0.009,nonDRNA
seq1614,-0.083,nonDRNA
seq1615,0.05,nonDRNA
seq1616,-0.278,nonDRNA
seq1617,0.019,nonDRNA
seq1618,-0.317,nonDRNA
seq1619,-0.237,nonDRNA
seq1620,-0.022,nonDRNA
seq1621,-0.452,nonDRNA
seq1622,0.108,nonDRNA
seq1623,-0.323,nonDRNA
seq1624,-0.039,nonDRNA
seq1625,-0.271,nonDRNA
seq1626,-0.154,nonDRNA
seq1627,0.143,nonDRNA
seq1628,0.061,nonDRNA
seq1629,-0.282,nonDRNA
seq1630,-0.067,nonDRNA
seq1631,0.062,nonDRNA
seq1632,-0.389,nonDRNA
seq1633,-0.388,nonDRNA
seq1634,-0.466,nonDRNA
seq1635,-0.702,nonDRNA
seq1636,-1.371,nonDRNA
seq1637,-0.12,nonDRNA
seq1638,-0.361,nonDRNA
seq1639,-0.251,nonDRNA
seq1640,-0.087,nonDRNA
seq1641,0.058,nonDRNA
seq1642,-0.021,nonDRNA
seq1643,-0.645,nonDRNA
seq1644,-0.589,nonDRNA
seq1645,-0.591,nonDRNA
seq1646,-0.348,nonDRNA
seq1647,-0.267,nonDRNA
seq1648,-0.381,nonDRNA
seq1649,-0.254,nonDRNA
seq1650,-0.313,nonDRNA
seq1651,0.025,nonDRNA
seq1652,-0.335,nonDRNA
seq1653,-0.3,nonDRNA
seq1654,-0.524,nonDRNA
seq1655,-0.311,nonDRNA
seq1656,-0.716,nonDRNA
seq1657,-0.304,nonDRNA
seq1658,-0.322,nonDRNA
seq1659,0.037,nonDRNA
seq1660,-0.607,nonDRNA
seq1661,-0.442,nonDRNA
seq1662,-0.136,nonDRNA
seq1663,-0.114,nonDRNA
seq1664,-0.148,nonDRNA
seq1665,-0.161,nonDRNA
seq1666,-0.483,nonDRNA
seq1667,-0.138,nonDRNA
seq1668,-0.395,nonDRNA
seq1669,-0.126,nonDRNA
seq1670,-0.096,nonDRNA
seq1671,-0.214,nonDRNA
seq1672,-0.173,nonDRNA
seq1673,-0.07,nonDRNA
seq1674,0.752,nonDRNA
seq1675,-0.658,nonDRNA
seq1676,-0.082,nonDRNA
seq1677,-0.279,nonDRNA
seq1678,-0.45,nonDRNA
seq1679,-0.282,nonDRNA
seq1680,-0.574,nonDRNA
seq1681,-0.057,nonDRNA
seq1682,-0.289,nonDRNA
seq1683,-0.151,nonDRNA
seq1684,-0.511,nonDRNA
seq1685,-0.04,nonDRNA
seq1686,-0.39,nonDRNA
seq1687,-0.35,nonDRNA
seq1688,-0.301,nonDRNA
seq1689,-0.428,nonDRNA
seq1690,-0.09,nonDRNA
seq1691,-0.111,nonDRNA
seq1692,-0.729,nonDRNA
seq1693,-0.181,nonDRNA
seq1694,-0.231,nonDRNA
seq1695,-0.504,nonDRNA
seq1696,-0.049,nonDRNA
seq1697,-0.29,nonDRNA
seq1698,-0.009,nonDRNA
seq1699,0.473,nonDRNA
seq1700,-0.029,nonDRNA
seq1701,-0.129,nonDRNA
seq1702,-0.169,nonDRNA
seq1703,-0.534,nonDRNA
seq1704,-0.275,nonDRNA
seq1705,0.036,nonDRNA
seq1706,-0.406,nonDRNA
seq1707,-0.605,nonDRNA
seq1708,-0.327,nonDRNA
seq1709,-0.284,nonDRNA
seq1710,-0.449,nonDRNA
seq1711,0.145,nonDRNA
seq1712,-0.35,nonDRNA
seq1713,-0.108,nonDRNA
seq1714,-0.325,nonDRNA
seq1715,-0.443,nonDRNA
seq1716,-0.387,nonDRNA
seq1717,-0.297,nonDRNA
seq1718,0.149,nonDRNA
seq1719,-0.322,nonDRNA
seq1720,-0.065,nonDRNA
seq1721,-0.205,nonDRNA
seq1722,-0.293,nonDRNA
seq1723,-0.191,nonDRNA
seq1724,0.196,nonDRNA
seq1725,-0.094,nonDRNA
seq1726,-0.208,nonDRNA
seq1727,-0.271,nonDRNA
seq1728,-0.161,nonDRNA
seq1729,-0.583,nonDRNA
seq1730,1.148,nonDRNA
seq1731,-0.613,nonDRNA
seq1732,-0.593,nonDRNA
seq1733,-0.079,nonDRNA
seq1734,-0.138,nonDRNA
seq1735,0.035,nonDRNA
seq1736,-0.02,nonDRNA
seq1737,-0.223,nonDRNA
seq1738,-0.019,nonDRNA
seq1739,-0.482,nonDRNA
seq1740,-0.037,nonDRNA
seq1741,-0.612,nonDRNA
seq1742,-0.05,nonDRNA
seq1743,0.001,nonDRNA
seq1744,0.14,nonDRNA
seq1745,-0.516,nonDRNA
seq1746,-0.189,nonDRNA
seq1747,-0.535,nonDRNA
seq1748,-0.514,nonDRNA
seq1749,-0.078,nonDRNA
seq1750,-0.189,nonDRNA
seq1751,-0.271,nonDRNA
seq1752,-0.513,nonDRNA
seq1753,-0.402,nonDRNA
seq1754,-0.503,nonDRNA
seq1755,-0.766,nonDRNA
seq1756,0.254,nonDRNA
seq1757,-0.455,nonDRNA
seq1758,-0.643,nonDRNA
seq1759,-0.339,nonDRNA
seq1760,0.589,nonDRNA
seq1761,0.042,nonDRNA
seq1762,-0.303,nonDRNA
seq1763,0.028,nonDRNA
seq1764,-0.594,nonDRNA
seq1765,-0.221,nonDRNA
seq1766,-0.299,nonDRNA
seq1767,-0.045,nonDRNA
seq1768,-0.397,nonDRNA
seq1769,-0.31,nonDRNA
seq1770,-0.77,nonDRNA
seq1771,-0.478,nonDRNA
seq1772,-0.419,nonDRNA
seq1773,-0.194,nonDRNA
seq1774,-0.253,nonDRNA
seq1775,-0.191,nonDRNA
seq1776,-0.343,nonDRNA
seq1777,-0.381,nonDRNA
seq1778,-0.335,nonDRNA
seq1779,0.269,nonDRNA
seq1780,-0.306,nonDRNA
seq1781,-0.194,nonDRNA
seq1782,-0.26,nonDRNA
seq1783,-0.358,nonDRNA
seq1784,-0.856,nonDRNA
seq1785,-0.283,nonDRNA
seq1786,-0.098,nonDRNA
seq1787,-0.327,nonDRNA
seq1788,-0.201,nonDRNA
seq1789,-0.802,nonDRNA
seq1790,-0.143,nonDRNA
seq1791,-0.143,nonDRNA
seq1792,-0.42,nonDRNA
seq1793,-0.449,nonDRNA
seq1794,-0.146,nonDRNA
seq1795,-0.277,nonDRNA
seq1796,-0.808,nonDRNA
seq1797,0.305,nonDRNA
seq1798,-0.586,nonDRNA
seq1799,-0.496,nonDRNA
seq1800,-0.272,nonDRNA
seq1801,-0.65,nonDRNA
seq1802,0.118,nonDRNA
seq1803,-0.539,nonDRNA
seq1804,-0.202,nonDRNA
seq1805,0.03,nonDRNA
seq1806,-0.3,nonDRNA
seq1807,-0.426,nonDRNA
seq1808,-0.788,nonDRNA
seq1809,-0.239,nonDRNA
seq1810,-0.223,nonDRNA
seq1811,-0.249,nonDRNA
seq1812,-0.742,nonDRNA
seq1813,-0.307,nonDRNA
seq1814,-0.3,nonDRNA
seq1815,-0.127,nonDRNA
seq1816,0.232,nonDRNA
seq1817,-0.21,nonDRNA
seq1818,-0.244,nonDRNA
seq1819,-0.27,nonDRNA
seq1820,-0.157,nonDRNA
seq1821,-0.359,nonDRNA
seq1822,-0.498,nonDRNA
seq1823,-0.397,nonDRNA
seq1824,-0.243,nonDRNA
seq1825,0.615,nonDRNA
seq1826,-0.095,nonDRNA
seq1827,-0.588,nonDRNA
seq1828,-0.383,nonDRNA
seq1829,-0.374,nonDRNA
seq1830,0.035,nonDRNA
seq1831,0.005,nonDRNA
seq1832,-0.497,nonDRNA
seq1833,-0.976,nonDRNA
seq1834,-0.378,nonDRNA
seq1835,-0.36,nonDRNA
seq1836,-0.432,nonDRNA
seq1837,-0.108,nonDRNA
seq1838,0.27,nonDRNA
seq1839,-0.352,nonDRNA
seq1840,0.042,nonDRNA
seq1841,-0.616,nonDRNA
seq1842,-0.51,nonDRNA
seq1843,-0.496,nonDRNA
seq1844,-0.488,nonDRNA
seq1845,0.198,nonDRNA
seq1846,-0.445,nonDRNA
seq1847,-0.418,nonDRNA
seq1848,-0.357,nonDRNA
seq1849,-0.474,nonDRNA
seq1850,-0.529,nonDRNA
seq1851,-0.475,nonDRNA
seq1852,-0.916,nonDRNA
seq1853,-0.354,nonDRNA
seq1854,-0.016,nonDRNA
seq1855,-0.588,nonDRNA
seq1856,-0.324,nonDRNA
seq1857,-0.146,nonDRNA
seq1858,-0.206,nonDRNA
seq1859,-0.433,nonDRNA
seq1860,-0.361,nonDRNA
seq1861,-0.274,nonDRNA
seq1862,-0.125,nonDRNA
seq1863,0.017,nonDRNA
seq1864,-0.42,nonDRNA
seq1865,-0.266,nonDRNA
seq1866,-0.366,nonDRNA
seq1867,-0.271,nonDRNA
seq1868,-0.222,nonDRNA
seq1869,-0.293,nonDRNA
seq1870,-0.284,nonDRNA
seq1871,-0.467,nonDRNA
seq1872,-0.491,nonDRNA
seq1873,-0.447,nonDRNA
seq1874,-0.343,nonDRNA
seq1875,-0.15,nonDRNA
