seq,class,predicted class na�ve,predicted class knn,nondrna na_Ѣve,drna na_Ѣve,rna na_Ѣve,dna na_Ѣve,nondrna knn,drna knn,rna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,,,,
116,DNA,DNA,nonDRNA,5.57E-07,1.12E-09,0.268964623,0.731034818,1,0,0,0,31,0,7,20,27,21,26,13,24,0,28,27,13,17,0,28,23,22,36,19,0,25,5,0,14,0,5,0,14,0
117,DNA,RNA,nonDRNA,7.99E-06,3.44E-10,0.73422764,0.265764374,0.870808731,0,0.129191269,0,34,0,1,14,11,6,21,14,11,0,9,16,9,5,0,19,31,11,12,17,0,10,3,0,11,0,3,0,11,0
118,DNA,RNA,RNA,1.50E-08,3.78E-13,0.998722239,0.001277746,0.373248082,0,0.503242649,0.123509269,8,0,0,3,3,3,4,1,5,0,8,3,2,3,0,2,3,3,3,6,0,3,0,0,3,0,0,0,3,0
119,DNA,DNA,nonDRNA,1.47E-06,2.60E-09,0.010128247,0.98987028,0.749532388,0,0,0.250467612,23,0,18,23,39,19,36,14,25,0,22,52,16,18,0,32,25,30,45,17,0,17,4,0,20,0,4,0,20,0
120,DNA,RNA,DNA,6.66E-07,7.09E-10,0.547665509,0.452333824,0.123745253,0,0,0.876254747,49,0,4,15,21,10,42,14,8,0,15,27,6,9,0,54,16,21,19,9,0,11,0,0,8,0,0,0,8,0
121,DNA,DRNA,nonDRNA,0.043594686,0.713160247,9.57E-05,0.24314936,0.876072133,0,0,0.123927867,79,0,12,47,63,22,93,29,22,0,38,105,17,19,0,70,43,52,66,47,0,50,2,0,24,0,2,0,24,0
122,DNA,RNA,nonDRNA,1.61E-07,1.74E-10,0.959353509,0.040646329,0.498293228,0,0.250325303,0.251381469,1,0,0,4,8,4,3,1,8,0,9,11,4,3,0,0,1,4,8,3,0,5,0,0,2,0,0,0,2,0
123,DNA,DNA,nonDRNA,0.002147788,3.39E-05,0.041143749,0.956674586,0.875930544,0,0.124069456,0,68,0,8,34,65,26,51,16,31,0,32,68,10,20,0,30,21,46,30,35,0,67,4,0,9,0,4,0,9,0
124,DNA,RNA,nonDRNA,2.47E-07,2.54E-10,0.791172494,0.208827258,1,0,0,0,24,0,2,13,25,19,14,5,21,0,45,30,10,16,0,12,19,15,17,24,0,27,0,0,5,0,0,0,5,0
125,DNA,DNA,nonDRNA,6.87E-05,3.33E-06,0.002730366,0.997197614,0.626786088,0,0.124606459,0.248607453,29,0,11,47,44,18,32,16,56,0,39,53,11,36,0,40,34,22,75,48,0,38,2,0,21,0,2,0,21,0
126,DNA,RNA,nonDRNA,1.06E-08,6.53E-13,0.997213698,0.002786291,0.750846054,0,0,0.249153946,7,0,2,7,11,0,7,3,16,0,9,20,1,4,0,5,10,11,10,10,0,7,2,0,1,0,2,0,1,0
127,DNA,RNA,nonDRNA,7.26E-08,6.01E-12,0.967252985,0.032746942,0.623979496,0,0.125251684,0.25076882,13,0,1,12,16,7,15,2,27,0,16,16,4,8,0,5,9,15,12,16,0,14,0,0,12,0,0,0,12,0
128,DNA,DRNA,nonDRNA,7.75E-04,0.998001601,1.28E-12,0.001223384,1,0,0,0,47,0,27,34,55,34,65,20,42,0,52,73,25,52,0,75,48,37,149,49,0,63,6,0,31,0,6,0,31,0
129,DNA,RNA,nonDRNA,1.46E-07,3.40E-10,0.915707203,0.084292651,0.623163873,0,0,0.376836127,62,0,2,10,22,9,33,3,6,0,18,38,4,6,0,41,15,14,29,16,0,14,0,0,5,0,0,0,5,0
130,DNA,DNA,DNA,2.65E-06,1.50E-08,0.028704068,0.971293266,0.252441767,0,0,0.747558233,26,0,12,13,12,10,36,31,7,0,21,35,12,17,0,48,12,22,61,32,0,17,5,0,14,0,5,0,14,0
131,DNA,RNA,nonDRNA,5.86E-08,4.79E-12,0.983378933,0.016621009,0.748994193,0,0.124956513,0.126049294,4,0,3,7,11,4,19,9,13,0,22,11,2,10,0,4,8,7,8,10,0,12,2,0,8,0,2,0,8,0
132,DNA,DNA,nonDRNA,8.44E-08,1.71E-10,0.261816262,0.738183654,0.754716151,0,0,0.245283849,14,0,2,22,14,9,9,7,22,0,20,25,9,17,0,7,11,12,10,10,0,20,1,0,6,0,1,0,6,0
133,DNA,RNA,RNA,1.38E-08,5.32E-13,0.997713494,0.002286493,0.376388754,0,0.623611246,0,5,0,0,6,4,2,5,0,1,0,7,12,6,8,0,2,10,6,4,6,0,10,0,0,4,0,0,0,4,0
134,DNA,DNA,nonDRNA,9.41E-06,6.39E-08,0.013903166,0.986087363,0.874594578,0,0,0.125405422,43,0,11,18,27,26,43,15,30,0,24,37,19,40,0,41,28,31,60,37,0,43,3,0,15,0,3,0,15,0
135,DNA,DNA,nonDRNA,3.66E-04,1.92E-06,0.09968481,0.899947583,1,0,0,0,27,0,2,26,46,26,49,12,54,0,57,53,11,32,0,17,18,27,33,30,0,34,8,0,21,0,8,0,21,0
136,DNA,DRNA,nonDRNA,9.72E-09,0.99999999,5.46E-22,3.46E-10,0.871247463,0,0,0.128752537,65,0,31,39,63,24,117,40,17,0,33,89,21,35,0,149,48,66,128,58,0,44,5,0,34,0,5,0,34,0
137,DNA,RNA,nonDRNA,3.11E-06,8.72E-11,0.967818501,0.032178386,0.874203081,0,0.125796919,0,5,0,9,8,2,10,3,4,5,0,17,14,3,6,0,7,4,5,5,10,0,8,1,0,2,0,1,0,2,0
138,DNA,RNA,DNA,1.06E-07,3.76E-10,0.903221727,0.096778167,0.375645975,0,0,0.624354025,52,0,7,10,17,10,20,1,5,0,15,28,2,11,0,41,17,25,21,10,0,15,2,0,15,0,2,0,15,0
139,DNA,DRNA,nonDRNA,3.22E-14,1,8.26E-52,1.09E-37,1,0,0,0,96,0,20,63,107,35,108,27,100,0,122,110,29,58,0,77,95,69,59,88,0,96,37,0,39,0,37,0,39,0
140,DNA,DNA,nonDRNA,7.67E-06,2.00E-07,0.044145396,0.955846739,0.628652232,0,0,0.371347768,18,0,8,29,33,25,23,16,36,0,36,60,8,27,0,27,36,26,50,35,0,31,12,0,19,0,12,0,19,0
141,DNA,DNA,nonDRNA,9.27E-05,1.14E-07,0.115575732,0.884331407,0.87620289,0,0.12379711,0,27,0,10,36,35,27,21,14,35,0,39,52,17,16,0,25,24,19,39,26,0,24,1,0,18,0,1,0,18,0
142,DNA,DNA,nonDRNA,3.00E-05,9.84E-07,0.003970896,0.995998127,0.621614004,0,0.126343296,0.2520427,25,0,6,38,41,21,26,13,28,0,20,39,12,29,0,32,55,46,87,49,0,29,4,0,23,0,4,0,23,0
143,DNA,RNA,nonDRNA,3.05E-06,1.15E-10,0.919794793,0.080202158,1,0,0,0,18,0,2,10,23,13,18,6,16,0,20,29,5,11,0,9,3,15,13,5,0,18,0,0,4,0,0,0,4,0
144,DNA,DNA,nonDRNA,0.013154984,0.016805452,9.61E-06,0.97002995,0.876043156,0,0,0.123956844,48,0,20,56,53,32,45,16,43,0,74,72,10,42,0,47,35,45,98,41,0,45,5,0,19,0,5,0,19,0
145,DNA,RNA,nonDRNA,3.53E-08,2.63E-11,0.981556746,0.018443219,1,0,0,0,19,0,3,20,36,9,11,3,4,0,43,4,6,4,0,13,2,8,11,5,0,5,2,0,7,0,2,0,7,0
146,DNA,RNA,nonDRNA,1.52E-07,1.40E-10,0.945604131,0.054395716,0.5003802,0,0.4996198,0,6,0,0,2,9,1,5,1,10,0,12,9,1,2,0,2,6,3,3,6,0,8,1,0,6,0,1,0,6,0
147,DNA,RNA,nonDRNA,5.78E-08,1.06E-11,0.9705949,0.029405042,1,0,0,0,14,0,1,12,14,7,12,6,11,0,20,26,7,8,0,2,12,8,4,8,0,15,1,0,7,0,1,0,7,0
148,DNA,RNA,nonDRNA,3.59E-08,4.05E-11,0.965287131,0.034712833,0.876161842,0,0.123838158,0,17,0,3,13,14,11,10,4,17,0,21,18,4,16,0,22,5,17,19,15,0,12,8,0,3,0,8,0,3,0
149,DNA,RNA,nonDRNA,3.30E-06,1.00E-10,0.928295212,0.071701485,0.877134584,0,0.122865416,0,10,0,1,12,17,11,16,5,11,0,17,19,2,12,0,9,7,9,8,9,0,12,6,0,9,0,6,0,9,0
150,DNA,DRNA,nonDRNA,0.030669768,0.619774388,0.001126951,0.348428894,1,0,0,0,44,0,31,29,48,8,66,15,6,0,32,89,12,11,0,87,17,76,58,24,0,28,12,0,1,0,12,0,1,0
151,DNA,RNA,DNA,2.75E-07,2.56E-09,0.618627064,0.381372659,0.373437595,0,0,0.626562405,31,0,8,12,18,10,39,3,9,0,12,36,4,6,0,62,12,31,34,19,0,8,3,0,8,0,3,0,8,0
152,DNA,DNA,nonDRNA,2.14E-06,2.47E-08,0.043380666,0.956617168,0.501184212,0,0,0.498815788,25,0,3,22,22,10,34,8,17,0,21,40,19,29,0,58,35,24,67,34,0,26,2,0,11,0,2,0,11,0
153,DNA,RNA,nonDRNA,1.09E-05,9.20E-10,0.55361774,0.44637133,0.875339503,0,0,0.124660497,33,0,4,21,25,7,23,10,29,0,25,32,8,9,0,11,8,34,28,21,0,10,4,0,14,0,4,0,14,0
154,DNA,RNA,DNA,1.87E-07,7.09E-11,0.78717163,0.212828183,0.498261603,0,0,0.501738397,26,0,1,18,20,5,12,13,11,0,20,22,5,19,0,23,10,18,40,22,0,21,2,0,4,0,2,0,4,0
155,DNA,RNA,nonDRNA,1.44E-05,9.63E-10,0.633902333,0.366083228,1,0,0,0,26,0,5,16,26,8,21,9,15,0,19,34,8,5,0,27,16,17,37,10,0,15,11,0,10,0,11,0,10,0
156,DNA,RNA,nonDRNA,2.29E-07,5.87E-11,0.779689758,0.220310013,0.876043912,0,0,0.123956088,30,0,7,11,14,7,21,8,9,0,9,45,3,7,0,33,16,18,29,26,0,12,3,0,6,0,3,0,6,0
157,DNA,DNA,nonDRNA,6.20E-06,4.77E-08,0.005754113,0.994239639,0.752923229,0,0,0.247076771,25,0,14,31,50,24,31,12,22,0,61,50,8,25,0,27,17,35,61,34,0,30,10,0,13,0,10,0,13,0
158,DNA,DNA,nonDRNA,9.83E-08,5.69E-10,0.029692421,0.970307481,0.500430086,0,0.124922183,0.374647732,52,0,7,22,20,20,30,11,6,0,22,24,12,14,0,44,11,23,22,20,0,23,4,0,11,0,4,0,11,0
159,DNA,DNA,DNA,2.76E-05,5.73E-09,0.415151482,0.58482095,0,0,0.124263054,0.875736946,51,0,3,12,10,6,23,16,6,0,14,24,17,9,0,56,14,18,38,23,0,17,2,0,17,0,2,0,17,0
160,DNA,RNA,nonDRNA,7.86E-06,2.21E-10,0.847881879,0.152110263,1,0,0,0,22,0,13,3,10,7,16,6,7,0,14,14,5,10,0,16,5,12,21,8,0,8,1,0,0,0,1,0,0,0
161,DNA,RNA,nonDRNA,7.30E-08,1.30E-11,0.955488787,0.04451114,1,0,0,0,15,0,3,11,14,13,15,9,13,0,11,12,2,10,0,10,4,16,18,10,0,12,4,0,12,0,4,0,12,0
162,DNA,RNA,nonDRNA,1.55E-07,5.41E-11,0.926065123,0.073934723,1,0,0,0,15,0,0,11,20,13,6,10,26,0,21,24,5,10,0,12,16,8,9,8,0,8,8,0,7,0,8,0,7,0
163,DNA,RNA,nonDRNA,4.46E-06,1.57E-10,0.791182291,0.208813248,1,0,0,0,21,0,1,16,24,11,11,8,10,0,12,28,4,6,0,13,13,22,19,15,0,19,3,0,13,0,3,0,13,0
164,DNA,RNA,nonDRNA,1.22E-08,2.16E-12,0.990569552,0.009430436,1,0,0,0,24,0,1,7,19,8,16,3,12,0,12,23,6,4,0,11,8,11,8,9,0,17,0,0,4,0,0,0,4,0
165,DNA,RNA,nonDRNA,5.39E-08,2.17E-12,0.98492491,0.015075036,1,0,0,0,17,0,1,9,9,5,19,5,11,0,4,18,2,5,0,10,5,11,7,12,0,7,2,0,6,0,2,0,6,0
166,DNA,DNA,nonDRNA,0.048246656,0.235181724,0.002630177,0.713941444,0.487488764,0,0.242140219,0.270371018,50,0,4,40,86,29,49,11,64,0,81,64,10,17,0,38,14,50,28,26,0,55,10,0,45,0,10,0,45,0
167,DNA,DNA,nonDRNA,0.052086396,0.202583299,0.002125683,0.743204622,0.497512209,0.123557786,0.122473469,0.256456536,54,0,5,47,78,32,53,12,53,0,77,63,10,15,0,35,13,58,22,34,0,59,10,0,45,0,10,0,45,0
168,DNA,DRNA,nonDRNA,4.56E-04,0.998262229,3.49E-07,0.001281606,0.616727915,0,0.245803971,0.137468114,44,0,4,38,88,27,50,14,71,0,82,67,10,19,0,36,15,45,25,31,0,52,11,0,46,0,11,0,46,0
169,DNA,RNA,nonDRNA,7.14E-08,5.41E-12,0.962177275,0.037822654,1,0,0,0,13,0,1,18,8,11,14,5,20,0,13,21,7,9,0,5,7,11,15,14,0,12,0,0,8,0,0,0,8,0
170,DNA,DRNA,nonDRNA,5.30E-87,1,0,0,1,0,0,0,153,0,234,157,182,88,206,69,95,0,108,228,56,98,0,176,133,142,207,152,0,225,26,0,78,0,26,0,78,0
171,DNA,DNA,DNA,2.55E-06,9.20E-07,0.077152841,0.922843692,0.249246926,0,0,0.750753074,30,0,5,26,22,12,26,18,15,0,24,36,17,22,0,53,23,23,46,34,0,21,9,0,24,0,9,0,24,0
172,DNA,RNA,nonDRNA,2.43E-07,1.26E-09,0.777093077,0.222906679,0.875643899,0.124356101,0,0,37,0,5,15,20,9,15,9,8,0,10,70,5,17,0,13,29,23,14,16,0,16,7,0,5,0,7,0,5,0
173,DNA,RNA,nonDRNA,7.08E-08,1.76E-11,0.964680565,0.035319364,0.501650639,0,0.12475024,0.373599121,12,0,1,11,12,11,9,6,17,0,21,9,3,11,0,10,12,9,17,10,0,9,1,0,15,0,1,0,15,0
174,DNA,RNA,nonDRNA,1.47E-07,1.09E-09,0.877535412,0.12246444,0.751019848,0,0.124634507,0.124345645,26,0,1,19,24,10,19,3,39,0,39,34,7,25,0,15,7,18,13,12,0,28,0,0,15,0,0,0,15,0
175,DNA,DNA,nonDRNA,0.001013632,2.81E-04,0.006118862,0.99258621,0.874991245,0,0.125008755,0,60,0,10,40,63,25,60,24,36,0,52,61,14,22,0,30,25,38,25,32,0,44,18,0,25,0,18,0,25,0
176,DNA,DNA,nonDRNA,6.69E-08,1.01E-10,0.145703044,0.854296889,1,0,0,0,33,0,8,13,15,14,20,4,7,0,16,23,5,13,0,14,10,18,18,13,0,11,5,0,8,0,5,0,8,0
177,DNA,RNA,nonDRNA,1.74E-06,3.97E-11,0.980380501,0.019617761,1,0,0,0,9,0,4,3,12,6,9,5,8,0,13,9,4,5,0,6,4,7,8,5,0,11,0,0,3,0,0,0,3,0
178,DNA,RNA,nonDRNA,3.40E-06,7.81E-11,0.91121828,0.08877832,0.877076129,0,0,0.122923871,14,0,1,20,21,3,13,6,16,0,7,22,7,5,0,8,7,21,11,17,0,24,1,0,2,0,1,0,2,0
179,DNA,RNA,nonDRNA,7.83E-06,5.51E-10,0.814993679,0.184998493,0.875677122,0,0,0.124322878,15,0,1,14,28,12,8,4,27,0,23,24,8,8,0,12,12,12,20,16,0,12,0,0,22,0,0,0,22,0
180,DNA,DNA,nonDRNA,4.63E-05,2.08E-08,0.385352055,0.614601617,1,0,0,0,19,0,0,24,51,23,34,10,36,0,41,39,5,12,0,18,7,25,19,12,0,25,6,0,20,0,6,0,20,0
181,DNA,DNA,nonDRNA,1.53E-06,2.28E-07,0.089353206,0.910645032,0.75032404,0,0,0.24967596,41,0,5,22,29,10,17,16,16,0,29,38,10,17,0,51,34,23,63,41,0,39,2,0,2,0,2,0,2,0
182,DNA,RNA,RNA,5.13E-08,3.20E-12,0.998016426,0.001983522,0.372527513,0,0.500934004,0.126538483,2,0,0,1,6,2,4,0,2,0,5,3,4,3,0,2,2,6,4,0,0,5,1,0,1,0,1,0,1,0
183,DNA,DNA,nonDRNA,4.64E-04,0.003312044,0.040816403,0.9554079,1,0,0,0,26,0,7,42,36,30,41,10,45,0,65,44,16,17,0,22,13,20,24,36,0,32,11,0,38,0,11,0,38,0
184,DNA,RNA,nonDRNA,1.84E-05,2.93E-09,0.587078277,0.41290336,0.74896824,0,0.126222317,0.124809443,21,0,0,22,21,22,13,5,35,0,36,25,11,28,0,12,10,13,22,14,0,22,5,0,14,0,5,0,14,0
185,DNA,RNA,nonDRNA,7.87E-08,1.79E-11,0.947319633,0.052680289,0.874992403,0,0,0.125007597,8,0,0,19,13,10,9,5,20,0,18,17,5,15,0,10,7,11,12,18,0,15,2,0,9,0,2,0,9,0
186,DNA,RNA,nonDRNA,8.34E-08,8.01E-12,0.940529825,0.059470091,0.748066806,0,0,0.251933194,7,0,1,13,16,10,16,6,17,0,23,29,6,17,0,8,8,12,13,13,0,14,2,0,7,0,2,0,7,0
187,DNA,RNA,nonDRNA,2.14E-06,5.82E-11,0.975532777,0.024465081,0.747698715,0,0.123314186,0.128987099,2,0,0,4,14,4,4,5,11,0,14,13,4,11,0,3,4,4,11,7,0,7,2,0,4,0,2,0,4,0
188,DNA,RNA,RNA,1.75E-07,1.77E-10,0.986289389,0.013710436,0.374974824,0,0.49733513,0.127690047,3,0,0,0,6,0,2,0,2,0,7,6,4,2,0,0,1,2,5,2,0,2,0,0,1,0,0,0,1,0
189,DNA,DNA,nonDRNA,3.03E-04,2.26E-06,0.006312164,0.993383072,1,0,0,0,60,0,9,38,27,17,45,19,15,0,38,53,14,40,0,42,27,27,78,41,0,36,1,0,16,0,1,0,16,0
190,DNA,DNA,nonDRNA,3.87E-07,1.41E-08,0.006715278,0.993284321,0.751156175,0,0.123108881,0.125734945,22,0,3,40,48,17,16,10,31,0,36,55,9,32,0,30,34,18,60,25,0,37,3,0,10,0,3,0,10,0
191,DNA,DNA,nonDRNA,9.29E-08,2.07E-10,0.064628654,0.935371253,0.750387714,0,0.124378477,0.125233809,36,0,8,17,13,10,23,10,8,0,7,27,5,10,0,40,6,33,27,20,0,22,7,0,5,0,7,0,5,0
192,DNA,DNA,nonDRNA,4.90E-08,8.65E-11,0.106987151,0.8930128,1,0,0,0,33,0,3,18,25,8,18,4,16,0,19,35,5,10,0,15,12,25,28,21,0,22,1,0,5,0,1,0,5,0
193,DNA,DRNA,nonDRNA,4.77E-04,0.998360226,5.91E-10,0.001162486,1,0,0,0,66,0,23,32,42,18,89,22,42,0,33,77,31,42,0,51,67,35,87,50,0,46,4,0,21,0,4,0,21,0
194,DNA,RNA,nonDRNA,4.53E-08,2.51E-12,0.991395219,0.008604736,0.874402027,0,0.125597973,0,13,0,1,4,14,11,11,0,5,0,12,13,3,2,0,7,3,10,5,4,0,12,2,0,4,0,2,0,4,0
195,DNA,RNA,nonDRNA,1.33E-08,3.18E-12,0.989049479,0.010950508,0.875270333,0,0,0.124729667,13,0,1,6,21,4,13,3,11,0,20,18,9,8,0,9,13,4,15,9,0,13,2,0,4,0,2,0,4,0
196,DNA,RNA,nonDRNA,6.44E-08,2.83E-10,0.856234951,0.143764985,0.750563576,0,0.125015977,0.124420447,17,0,2,13,21,11,15,15,15,0,24,43,7,6,0,12,17,25,17,21,0,19,4,0,16,0,4,0,16,0
197,DNA,DNA,nonDRNA,2.61E-04,2.78E-06,0.006176117,0.993559721,1,0,0,0,35,0,13,26,30,21,40,19,29,0,28,43,20,35,0,36,67,24,43,27,0,32,7,0,19,0,7,0,19,0
198,DNA,RNA,nonDRNA,1.35E-07,2.27E-10,0.667149484,0.332850381,0.748769802,0,0.127009308,0.12422089,6,0,0,13,17,5,7,0,12,0,23,20,5,11,0,4,13,6,14,8,0,10,1,0,5,0,1,0,5,0
199,DNA,RNA,nonDRNA,4.73E-08,2.59E-12,0.978984646,0.021015307,1,0,0,0,19,0,2,7,14,5,6,5,11,0,14,15,7,5,0,8,7,10,13,14,0,12,1,0,6,0,1,0,6,0
200,DNA,DNA,nonDRNA,1.56E-04,0.001269793,0.001187373,0.997386692,1,0,0,0,43,0,8,26,62,19,37,14,36,0,44,76,15,28,0,93,36,46,92,36,0,33,10,0,9,0,10,0,9,0
201,DNA,RNA,nonDRNA,1.47E-08,3.80E-12,0.986776774,0.013223212,0.750318446,0,0.249681554,0,15,0,5,14,10,6,16,4,6,0,8,26,7,3,0,7,10,14,17,7,0,8,3,0,8,0,3,0,8,0
202,DNA,RNA,nonDRNA,1.20E-08,1.11E-12,0.993924671,0.006075317,0.499030972,0,0.249242421,0.251726606,13,0,0,8,15,2,3,6,7,0,15,15,5,7,0,1,11,13,7,6,0,10,4,0,3,0,4,0,3,0
203,DNA,RNA,nonDRNA,2.89E-08,3.71E-11,0.959088965,0.040911006,1,0,0,0,21,0,3,24,23,10,13,8,22,0,15,21,9,6,0,5,14,19,11,12,0,7,1,0,13,0,1,0,13,0
204,DNA,DRNA,nonDRNA,1.26E-09,0.999999999,3.69E-21,9.53E-29,0.748117224,0.126516591,0,0.125366185,122,0,12,83,108,37,100,23,72,0,71,124,30,41,0,60,51,106,56,71,0,106,10,0,34,0,10,0,34,0
205,DNA,RNA,DNA,4.90E-07,1.13E-10,0.635228594,0.364770916,0.248225635,0,0.124346027,0.627428338,30,0,3,8,18,10,40,6,7,0,15,30,10,13,0,48,11,11,35,18,0,13,4,0,20,0,4,0,20,0
206,DNA,RNA,nonDRNA,5.17E-08,2.71E-12,0.977326088,0.022673861,0.497522036,0,0.378910205,0.123567759,16,0,2,11,11,5,16,4,12,0,13,23,6,7,0,6,7,21,9,10,0,9,2,0,3,0,2,0,3,0
207,DNA,RNA,nonDRNA,2.99E-07,3.48E-11,0.762506915,0.237492786,0.875716834,0,0,0.124283166,26,0,1,30,27,8,27,7,22,0,15,35,3,11,0,19,8,18,25,25,0,33,1,0,9,0,1,0,9,0
208,DNA,RNA,nonDRNA,7.03E-08,1.32E-11,0.974633207,0.025366723,0.623909019,0,0.250891982,0.125198999,7,0,8,13,12,7,15,4,16,0,23,12,3,14,0,6,2,10,9,10,0,13,2,0,4,0,2,0,4,0
209,DNA,RNA,nonDRNA,1.35E-07,2.04E-10,0.727558338,0.272441527,0.749734007,0,0.125836047,0.124429946,7,0,4,8,13,6,12,5,3,0,19,21,5,12,0,3,10,6,7,5,0,4,1,0,6,0,1,0,6,0
210,DNA,DNA,nonDRNA,5.51E-07,6.91E-10,0.407880993,0.592118455,1,0,0,0,32,0,5,19,33,18,26,19,28,0,19,45,5,15,0,16,12,24,26,18,0,26,5,0,13,0,5,0,13,0
211,DNA,RNA,nonDRNA,3.26E-07,8.51E-11,0.660026459,0.339973214,0.875942089,0.124057911,0,0,23,0,2,18,28,11,22,11,29,0,29,36,14,16,0,16,15,12,29,19,0,19,1,0,12,0,1,0,12,0
212,DNA,RNA,nonDRNA,1.21E-07,1.03E-10,0.598448036,0.401551842,0.749621865,0,0.250378135,0,21,0,0,8,17,5,20,5,9,0,8,11,1,3,0,15,12,19,9,5,0,11,3,0,6,0,3,0,6,0
213,DNA,RNA,nonDRNA,3.16E-06,1.24E-10,0.91841682,0.081580015,1,0,0,0,12,0,0,13,24,15,8,2,9,0,24,24,8,5,0,2,4,12,7,8,0,13,2,0,8,0,2,0,8,0
214,DNA,DNA,nonDRNA,6.07E-07,2.20E-10,0.239452991,0.760546401,0.626984157,0,0,0.373015843,30,0,3,27,33,10,20,12,19,0,18,29,10,23,0,20,22,32,50,27,0,18,5,0,12,0,5,0,12,0
215,DNA,RNA,nonDRNA,3.30E-06,7.36E-11,0.885174838,0.114821865,0.748382476,0,0,0.251617524,23,0,1,12,14,6,21,8,12,0,8,28,8,3,0,6,12,20,12,14,0,17,1,0,6,0,1,0,6,0
216,DNA,RNA,nonDRNA,1.12E-08,6.25E-13,0.997434177,0.002565812,0.874583047,0,0,0.125416953,9,0,3,5,9,2,3,2,9,0,8,14,3,3,0,4,5,5,9,7,0,5,3,0,4,0,3,0,4,0
217,DNA,DNA,DNA,5.18E-07,3.44E-10,0.403251768,0.596747714,0.376461269,0,0,0.623538731,36,0,8,20,31,15,19,5,8,0,14,34,8,10,0,34,10,19,56,25,0,18,2,0,8,0,2,0,8,0
218,DNA,RNA,nonDRNA,1.19E-08,1.80E-12,0.992796002,0.007203986,1,0,0,0,14,0,1,9,6,5,12,4,10,0,13,13,4,6,0,3,4,7,15,13,0,7,4,0,7,0,4,0,7,0
219,DNA,DRNA,nonDRNA,3.33E-14,1,2.98E-44,4.93E-33,0.749358159,0.12398757,0,0.126654271,104,0,15,96,123,63,88,46,91,0,93,135,37,45,0,71,41,79,72,78,0,109,10,0,48,0,10,0,48,0
220,DNA,DNA,nonDRNA,6.41E-08,3.33E-10,0.011507945,0.988491991,0.876603461,0,0,0.123396539,25,0,14,26,19,14,34,11,14,0,23,28,11,11,0,20,26,23,37,19,0,20,4,0,11,0,4,0,11,0
221,DNA,DRNA,nonDRNA,5.23E-04,0.999228712,5.34E-07,2.47E-04,0.871261696,0,0,0.128738304,70,0,16,35,51,22,65,29,41,0,34,67,15,30,0,119,57,49,93,47,0,52,4,0,29,0,4,0,29,0
222,DNA,RNA,nonDRNA,5.42E-08,2.13E-12,0.984371762,0.015628184,1,0,0,0,16,0,1,10,15,2,9,4,5,0,6,20,4,2,0,8,8,20,7,7,0,10,4,0,5,0,4,0,5,0
223,DNA,DNA,nonDRNA,6.38E-05,5.62E-05,3.44E-04,0.999536046,0.500000499,0,0,0.499999501,29,0,16,35,37,23,30,19,38,0,25,46,24,29,0,60,51,38,71,51,0,29,6,0,23,0,6,0,23,0
224,DNA,DNA,nonDRNA,5.01E-04,0.05872559,0.001393974,0.939379881,0.627850066,0,0.246935354,0.12521458,67,0,2,44,64,26,39,14,51,0,37,76,18,29,0,25,33,56,36,32,0,43,7,0,25,0,7,0,25,0
225,DNA,RNA,nonDRNA,9.16E-08,7.80E-12,0.934177941,0.065821968,0.748859497,0,0,0.251140503,15,0,1,8,20,7,15,7,21,0,12,23,9,10,0,13,14,15,21,14,0,7,0,0,11,0,0,0,11,0
226,DNA,RNA,nonDRNA,4.32E-08,2.28E-12,0.992870033,0.007129924,0.874278749,0,0.125721251,0,10,0,4,7,13,3,8,5,7,0,5,15,3,8,0,5,7,11,8,7,0,6,0,0,3,0,0,0,3,0
227,DNA,RNA,DNA,3.99E-08,2.39E-12,0.996946986,0.003052974,0.370296373,0,0.250462958,0.379240669,14,0,0,3,10,4,6,0,3,0,11,5,2,3,0,5,1,6,6,6,0,9,0,0,0,0,0,0,0,0
228,DNA,RNA,nonDRNA,5.10E-08,2.92E-12,0.988860246,0.011139703,1,0,0,0,8,0,2,13,9,2,8,3,13,0,12,16,8,8,0,5,6,7,7,10,0,8,1,0,3,0,1,0,3,0
229,DNA,RNA,nonDRNA,1.66E-07,1.84E-11,0.872715335,0.127284499,0.751204632,0,0,0.248795368,32,0,6,13,31,5,15,2,20,0,23,31,5,7,0,10,5,35,17,10,0,21,2,0,10,0,2,0,10,0
230,DNA,RNA,nonDRNA,1.41E-07,1.45E-10,0.962656211,0.037343647,0.747631461,0,0.123538991,0.128829548,14,0,0,5,7,4,7,0,5,0,12,5,1,5,0,3,4,4,4,3,0,7,0,0,0,0,0,0,0,0
231,DNA,DNA,nonDRNA,3.79E-05,1.22E-07,0.027726345,0.972235594,0.624122256,0,0,0.375877744,36,0,2,22,31,11,30,21,13,0,25,25,11,16,0,70,45,21,51,34,0,21,5,0,19,0,5,0,19,0
232,DNA,RNA,nonDRNA,1.23E-07,3.94E-11,0.919893037,0.08010684,0.748369918,0,0,0.251630082,11,0,0,18,16,12,15,7,16,0,19,24,6,21,0,4,11,15,13,9,0,18,7,0,5,0,7,0,5,0
