seq,class,predicted class na夫e,predicted class knn,nondrna na夫e,rna na夫e,drna na夫e,dna na夫e,nondrna knn,rna knn,drna knn,dna knn,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25
123,RNA,RNA,nonDRNA,4.00E-08,0.991721589,4.06E-12,0.008278371,1,0,0,0,18,0,1,9,11,4,5,1,5,0,11,17,2,5,0,5,6,9,7,2,0,13,1,0,7,0
124,RNA,RNA,RNA,4.00E-08,0.991292332,4.80E-12,0.008707628,0.196477999,0.803522001,0,0,10,0,0,4,3,2,5,6,4,0,22,14,3,4,0,4,7,11,14,7,0,11,1,0,3,0
125,RNA,RNA,nonDRNA,2.84E-07,0.702553872,2.08E-10,0.297445843,0.597613755,0.402386245,0,0,30,0,1,21,46,10,25,8,14,0,18,41,11,5,0,12,11,35,16,20,0,22,0,0,8,0
126,RNA,DNA,nonDRNA,4.18E-06,0.087407105,7.85E-08,0.912588642,0.795758858,0,0,0.204241142,36,0,4,34,41,19,27,13,41,0,52,49,13,23,0,19,29,21,22,24,0,52,3,0,21,0
127,RNA,RNA,RNA,2.36E-07,0.791095019,1.82E-10,0.208904745,0.196549579,0.604803925,0,0.198646496,18,0,4,24,23,11,10,3,25,0,26,26,14,24,0,6,17,17,28,7,0,18,4,0,10,0
128,RNA,DNA,nonDRNA,3.52E-05,0.025636735,5.42E-06,0.9743226,1,0,0,0,47,0,1,33,69,25,39,12,50,0,56,67,15,27,0,27,12,37,20,17,0,42,9,0,24,0
129,RNA,RNA,nonDRNA,3.81E-08,0.994721854,4.02E-12,0.005278108,1,0,0,0,16,0,2,6,14,1,7,1,9,0,18,10,2,3,0,5,4,3,8,5,0,13,0,0,3,0
130,RNA,DNA,nonDRNA,1.57E-06,0.49767888,2.29E-09,0.502319545,0.801324134,0.198675866,0,0,58,0,2,17,17,15,32,10,9,0,10,17,7,19,0,38,21,21,23,31,0,22,1,0,27,0
131,RNA,RNA,nonDRNA,4.32E-08,0.990325174,5.90E-12,0.009674783,0.800679473,0.199320527,0,0,7,0,0,5,6,6,11,4,5,0,23,7,6,5,0,5,4,12,2,13,0,8,0,0,4,0
132,RNA,RNA,nonDRNA,5.27E-08,0.974631166,7.51E-12,0.025368782,0.598232299,0.197829066,0,0.203938636,11,0,1,13,6,11,13,6,9,0,16,21,4,4,0,7,8,9,18,6,0,11,2,0,7,0
133.00,RNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.59907798,0.40092202,0,0,51.00,0.00,15.00,51.00,67.00,52.00,77.00,33.00,55.00,0.00,41.00,71.00,15.00,69.00,0.00,47.00,106.00,61.00,76.00,55.00,0.00,75.00,2.00,0.00,20.00,0.00
134,RNA,RNA,nonDRNA,1.68E-07,0.834152389,7.88E-11,0.165847444,1,0,0,0,22,0,5,21,38,7,13,3,22,0,21,26,9,14,0,10,7,25,16,15,0,28,1,0,12,0
135,RNA,RNA,RNA,3.96E-07,0.734846992,2.62E-10,0.265152612,0.395590148,0.604409852,0,0,19,0,5,16,15,12,39,11,15,0,31,32,7,13,0,26,13,15,12,23,0,24,10,0,10,0
136,RNA,RNA,nonDRNA,4.22E-08,0.995942321,3.64E-12,0.004057637,1,0,0,0,3,0,0,3,8,2,6,5,5,0,7,12,3,1,0,3,5,12,3,4,0,5,0,0,2,0
137,RNA,RNA,RNA,6.63E-08,0.960371094,1.08E-11,0.039628839,0.39611397,0.60388603,0,0,24,0,0,12,17,7,24,7,18,0,20,16,4,7,0,14,3,15,7,11,0,18,1,0,4,0
138,RNA,RNA,nonDRNA,4.03E-07,0.808838961,4.74E-10,0.191160636,0.758691588,0.241308412,0,0,14,0,5,22,32,12,17,7,40,0,47,34,4,16,0,10,2,18,13,5,0,24,1,0,13,0
139,RNA,RNA,RNA,5.25E-08,0.97837542,6.79E-12,0.021624528,0.192849382,0.608444868,0,0.19870575,14,0,0,9,16,8,12,0,11,0,12,24,5,8,0,9,5,20,3,7,0,12,2,0,5,0
140,RNA,RNA,RNA,5.05E-08,0.98773905,6.10E-12,0.012260899,0.219686632,0.780313368,0,0,24,0,0,4,15,5,14,1,4,0,13,29,3,7,0,9,10,7,4,6,0,15,0,0,3,0
141,RNA,RNA,nonDRNA,4.00E-08,0.99063179,5.03E-12,0.00936817,0.799526805,0.200473195,0,0,16,0,1,8,12,4,13,2,15,0,18,11,2,7,0,11,6,8,10,6,0,13,0,0,2,0
142,RNA,RNA,DNA,1.42E-07,0.914181049,2.81E-11,0.085818809,0,0.410715703,0,0.589284297,33,0,0,7,19,17,23,6,1,0,12,43,2,2,0,26,6,21,11,16,0,10,3,0,6,0
143,RNA,RNA,RNA,4.17E-08,0.995386051,3.78E-12,0.004613907,0.199648205,0.800351795,0,0,5,0,0,2,7,2,8,5,4,0,13,7,3,3,0,4,1,6,3,7,0,9,1,0,3,0
144,RNA,RNA,RNA,3.54E-08,0.995144773,3.18E-12,0.004855192,0.199729307,0.800270693,0,0,5,0,2,3,2,1,12,3,8,0,11,8,1,4,0,9,6,16,5,10,0,13,0,0,4,0
145,RNA,RNA,nonDRNA,4.11E-08,0.99686497,3.63E-12,0.003134989,0.594451361,0.405548639,0,0,3,0,0,2,7,4,6,2,5,0,6,9,1,2,0,3,5,6,3,5,0,8,0,0,3,0
146,RNA,RNA,RNA,4.50E-08,0.994907498,3.71E-12,0.005092457,0.403897416,0.596102584,0,0,7,0,0,6,9,1,4,1,14,0,6,5,4,2,0,5,4,14,6,7,0,6,1,0,0,0
147,RNA,RNA,RNA,3.77E-08,0.993591925,3.76E-12,0.006408038,0,1,0,0,13,0,1,2,10,3,14,3,2,0,13,13,3,4,0,4,8,11,4,9,0,15,0,0,1,0
148,RNA,RNA,nonDRNA,5.12E-08,0.980674705,8.32E-12,0.019325244,0.802692263,0,0.197307737,0,11,0,0,9,10,7,13,0,17,0,18,16,8,8,0,8,10,12,8,10,0,10,0,0,5,0
149,RNA,RNA,nonDRNA,4.57E-08,0.990016464,4.28E-12,0.009983491,0.797788419,0.202211581,0,0,12,0,0,5,12,3,12,1,13,0,12,6,6,3,0,7,3,16,4,8,0,8,2,0,2,0
150,RNA,RNA,nonDRNA,3.89E-07,0.631051138,2.97E-10,0.368948472,1,0,0,0,33,0,2,19,46,7,26,7,15,0,21,43,7,10,0,18,14,32,17,19,0,27,8,0,7,0
151,RNA,RNA,nonDRNA,2.30E-07,0.763643114,9.50E-11,0.236356656,0.797340582,0.202659418,0,0,22,0,2,17,9,10,21,7,27,0,18,33,8,14,0,37,11,11,22,29,0,20,2,0,6,0
152,RNA,RNA,nonDRNA,7.10E-07,0.748488084,4.19E-10,0.251511206,1,0,0,0,41,0,0,47,42,7,25,1,17,0,6,31,5,10,0,17,16,13,21,17,0,27,1,0,4,0
153,RNA,RNA,RNA,1.88E-07,0.773655352,5.14E-11,0.22634446,0.404693665,0.595306335,0,0,40,0,2,17,24,9,20,8,19,0,10,37,8,2,0,17,18,24,20,12,0,16,5,0,8,0
154,RNA,DNA,nonDRNA,5.57E-04,4.14E-05,0.048951749,0.950449863,0.591106513,0.198201973,0,0.210691515,59,0,5,34,28,12,132,11,40,0,31,20,14,20,0,105,63,30,32,21,0,26,7,0,21,0
155,RNA,RNA,nonDRNA,4.17E-07,0.556300333,3.99E-10,0.44369925,1,0,0,0,28,0,8,28,24,12,25,5,26,0,24,30,14,20,0,15,15,27,17,21,0,33,4,0,8,0
156,RNA,DNA,nonDRNA,9.39E-07,0.051229734,7.01E-09,0.94876932,1,0,0,0,19,0,9,23,21,15,29,7,29,0,33,29,7,33,0,59,23,36,46,21,0,22,1,0,14,0
157,RNA,RNA,nonDRNA,4.51E-08,0.98775155,5.80E-12,0.012248405,0.602493828,0.397506172,0,0,7,0,3,10,6,5,13,6,16,0,16,13,3,9,0,4,3,14,5,10,0,7,2,0,3,0
158,RNA,RNA,RNA,1.77E-07,0.937077099,5.64E-11,0.062922724,0.39576091,0.60423909,0,0,10,0,2,20,11,7,35,3,7,0,8,6,3,7,0,17,1,43,28,7,0,17,1,0,15,0
159,RNA,RNA,RNA,4.27E-08,0.992104907,4.02E-12,0.00789505,0.389721272,0.610278728,0,0,15,0,2,5,4,3,17,0,7,0,11,9,6,8,0,7,2,10,10,3,0,14,2,0,2,0
160,RNA,RNA,nonDRNA,5.74E-07,0.524365036,7.24E-10,0.47563439,1,0,0,0,33,0,2,16,20,15,31,17,18,0,43,21,7,8,0,14,7,33,21,27,0,35,7,0,12,0
161.00,RNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.802786434,0,0,0.197213566,63.00,0.00,9.00,99.00,97.00,87.00,53.00,19.00,106.00,0.00,173.00,109.00,13.00,100.00,0.00,28.00,54.00,35.00,79.00,51.00,0.00,50.00,8.00,0.00,67.00,0.00
162,RNA,DNA,nonDRNA,2.72E-04,3.84E-09,0.005868762,0.993859423,0.798342196,0.201657804,0,0,72,0,31,29,58,23,56,32,18,0,39,68,8,23,0,73,48,39,91,39,0,33,7,0,23,0
163,RNA,RNA,nonDRNA,3.91E-08,0.992849201,4.02E-12,0.00715076,0.587501266,0.412498734,0,0,15,0,2,5,4,3,18,1,10,0,15,8,4,8,0,6,1,11,9,3,0,13,1,0,3,0
164,RNA,RNA,RNA,1.56E-07,0.829914293,5.55E-11,0.170085551,0,1,0,0,18,0,8,12,20,8,19,7,15,0,26,28,8,18,0,19,12,10,21,27,0,14,2,0,6,0
165,RNA,RNA,nonDRNA,5.17E-08,0.979132873,6.16E-12,0.020867075,0.802737472,0.197262528,0,0,13,0,0,13,20,8,16,5,10,0,7,10,5,4,0,9,4,12,12,11,0,14,0,0,4,0
166,RNA,RNA,nonDRNA,1.01E-07,0.93920323,2.50E-11,0.060796669,1,0,0,0,25,0,2,9,9,19,15,4,10,0,15,16,11,12,0,10,13,8,10,13,0,20,4,0,8,0
167,RNA,RNA,nonDRNA,1.09E-07,0.924388646,2.63E-11,0.075611246,1,0,0,0,17,0,1,21,17,3,16,2,19,0,25,32,4,13,0,14,7,7,21,16,0,27,2,0,11,0
168,RNA,RNA,nonDRNA,5.05E-08,0.979823111,5.14E-12,0.020176838,0.593655499,0.406344501,0,0,25,0,2,6,10,4,10,2,8,0,12,16,2,5,0,7,7,9,17,19,0,21,3,0,5,0
169,RNA,RNA,nonDRNA,4.29E-08,0.994100994,2.98E-12,0.005898963,0.805492637,0.194507363,0,0,11,0,2,4,4,1,9,2,7,0,7,4,2,0,0,10,3,7,19,11,0,10,2,0,1,0
170,RNA,RNA,DNA,3.88E-08,0.995546029,3.77E-12,0.004453932,0.39840131,0.199376365,0,0.402222325,8,0,4,0,1,3,9,4,1,0,14,3,2,3,0,3,1,15,9,10,0,2,1,0,4,0
171.00,RNA,DRNA,nonDRNA,0.00,0.00,0.99,0.01,1,0,0,0,66.00,0.00,11.00,52.00,104.00,36.00,73.00,19.00,51.00,0.00,60.00,84.00,21.00,22.00,0.00,34.00,20.00,64.00,36.00,33.00,0.00,81.00,11.00,0.00,28.00,0.00
172,RNA,RNA,nonDRNA,4.91E-08,0.987429999,4.37E-12,0.012569952,1,0,0,0,12,0,1,3,17,2,17,7,8,0,7,18,4,3,0,2,2,9,10,8,0,12,2,0,4,0
173,RNA,RNA,nonDRNA,4.94E-08,0.982392102,6.44E-12,0.017607848,0.798791029,0.201208971,0,0,21,0,0,10,20,1,7,5,11,0,16,25,2,8,0,7,8,14,6,9,0,9,1,0,5,0
174,RNA,DNA,RNA,3.15E-06,0.141866322,3.39E-08,0.858130491,0.195900067,0.804099933,0,0,38,0,6,38,39,25,38,13,25,0,34,49,17,18,0,20,24,31,19,35,0,43,4,0,13,0
175,RNA,RNA,RNA,4.57E-08,0.993389345,4.79E-12,0.00661061,0.397570851,0.602429149,0,0,11,0,0,4,12,2,4,5,9,0,9,9,4,8,0,4,6,5,4,8,0,7,1,0,1,0
176,RNA,DNA,RNA,5.69E-06,0.17230537,6.15E-08,0.827688875,0.405427394,0.594572606,0,0,62,0,0,11,13,13,20,9,15,0,9,30,15,13,0,29,75,18,25,21,0,21,0,0,5,0
177,RNA,RNA,DNA,4.44E-08,0.993789396,3.04E-12,0.006210559,0.398686156,0.201309971,0,0.400003873,13,0,0,7,3,1,5,1,6,0,2,12,3,5,0,9,2,10,8,10,0,14,1,0,2,0
178,RNA,RNA,nonDRNA,4.17E-08,0.995643951,3.14E-12,0.004356007,0.801746172,0.198253828,0,0,8,0,0,6,4,2,6,2,4,0,7,5,1,1,0,4,3,14,2,5,0,7,2,0,5,0
179,RNA,RNA,RNA,3.97E-08,0.991970982,4.13E-12,0.008028978,0.201297931,0.798702069,0,0,6,0,2,5,8,4,7,2,6,0,17,14,3,4,0,9,5,5,9,11,0,7,2,0,4,0
180,RNA,RNA,nonDRNA,4.20E-08,0.994796989,3.98E-12,0.00520297,1,0,0,0,7,0,0,3,9,5,12,4,7,0,10,3,2,1,0,1,6,8,3,5,0,14,1,0,2,0
181,RNA,RNA,nonDRNA,5.15E-07,0.640907881,4.83E-10,0.359091603,0.599899812,0.400100188,0,0,23,0,4,16,10,16,40,7,15,0,15,22,14,34,0,26,12,23,34,13,0,14,0,0,16,0
182,RNA,RNA,nonDRNA,1.93E-07,0.734263652,8.07E-11,0.265736155,1,0,0,0,23,0,7,22,17,7,16,5,23,0,26,29,9,14,0,24,15,13,26,23,0,18,3,0,9,0
183,RNA,RNA,RNA,8.91E-08,0.94655659,2.52E-11,0.053443321,0.41885028,0.58114972,0,0,28,0,3,9,12,6,15,4,12,0,39,25,1,9,0,17,14,23,2,15,0,24,2,0,6,0
184,DRNA,DNA,nonDRNA,1.38E-06,0.011727862,3.63E-09,0.988270751,1,0,0,0,19,0,23,16,27,17,20,25,6,0,44,26,4,13,0,15,10,20,26,23,0,19,2,0,11,0
185,DRNA,RNA,nonDRNA,1.25E-07,0.906434202,4.01E-11,0.093565673,1,0,0,0,8,0,8,4,28,10,26,8,4,0,21,11,6,7,0,21,15,18,29,10,0,12,1,0,6,0
186.00,DRNA,DRNA,nonDRNA,0.00,0.00,1.00,0.00,0.80057915,0,0,0.19942085,134.00,0.00,11.00,74.00,160.00,41.00,111.00,23.00,71.00,0.00,99.00,162.00,26.00,28.00,0.00,79.00,60.00,120.00,57.00,61.00,0.00,149.00,11.00,0.00,47.00,0.00
187,DRNA,DNA,nonDRNA,0.028877325,0.031093036,0.029812108,0.910217531,0.598334551,0.401665449,0,0,20,0,2,35,53,47,19,9,66,0,81,58,6,58,0,24,12,12,31,25,0,30,3,0,48,0
188,nonDRNA,RNA,nonDRNA,9.94E-08,0.935655141,1.84E-11,0.064344759,1,0,0,0,17,0,0,16,7,11,18,6,15,0,12,18,2,14,0,11,5,7,31,19,0,17,4,0,7,0
189,nonDRNA,RNA,nonDRNA,1.21E-07,0.949032631,2.13E-11,0.050967248,1,0,0,0,28,0,0,13,9,17,17,2,13,0,9,21,0,9,0,12,3,3,28,20,0,23,4,0,8,0
190,nonDRNA,RNA,nonDRNA,5.41E-08,0.998076509,4.05E-12,0.001923436,1,0,0,0,6,0,0,1,4,3,1,4,3,0,1,6,0,0,0,1,1,1,1,4,0,4,1,0,0,0
191,nonDRNA,RNA,nonDRNA,4.99E-08,0.995573515,5.40E-12,0.004426435,1,0,0,0,23,0,3,12,7,10,9,0,5,0,12,8,0,0,0,0,2,1,6,2,0,6,1,0,1,0
192,nonDRNA,RNA,nonDRNA,5.21E-08,0.984467003,7.30E-12,0.015532945,1,0,0,0,10,0,3,14,5,11,12,6,7,0,11,10,4,10,0,5,4,5,9,7,0,10,2,0,7,0
193,nonDRNA,RNA,nonDRNA,6.54E-08,0.972538689,8.12E-12,0.027461245,1,0,0,0,28,0,1,9,19,5,15,9,6,0,11,15,3,5,0,8,8,14,6,8,0,4,4,0,7,0
194,nonDRNA,RNA,nonDRNA,5.05E-08,0.995192474,6.42E-12,0.004807475,1,0,0,0,18,0,0,14,9,9,7,2,5,0,17,10,1,2,0,0,0,1,4,3,0,6,0,0,0,0
195,nonDRNA,RNA,nonDRNA,3.30E-07,0.634406358,1.56E-10,0.365593311,1,0,0,0,29,0,10,13,23,11,34,10,18,0,23,34,7,14,0,24,7,13,22,17,0,36,2,0,7,0
196,nonDRNA,DNA,nonDRNA,5.97E-05,0.002313988,2.90E-06,0.997623399,1,0,0,0,56,0,20,30,20,19,58,15,32,0,21,50,10,13,0,43,22,29,44,66,0,54,6,0,23,0
197,nonDRNA,RNA,nonDRNA,8.63E-08,0.973765821,1.31E-11,0.026234093,1,0,0,0,13,0,9,6,5,5,23,4,12,0,15,7,1,11,0,6,11,8,12,8,0,15,4,0,9,0
198,nonDRNA,RNA,nonDRNA,5.91E-07,0.690963131,3.58E-10,0.309036278,1,0,0,0,36,0,4,17,31,9,33,10,7,0,10,28,5,6,0,18,18,28,26,26,0,22,11,0,16,0
199,nonDRNA,RNA,nonDRNA,7.04E-08,0.980003008,1.33E-11,0.019996922,1,0,0,0,12,0,6,11,7,12,9,2,9,0,13,11,0,16,0,9,7,6,14,9,0,12,2,0,14,0
200,nonDRNA,RNA,nonDRNA,8.84E-08,0.938838095,1.67E-11,0.061161817,1,0,0,0,23,0,0,10,9,8,14,3,17,0,10,28,3,16,0,11,11,12,21,19,0,17,1,0,13,0
201,nonDRNA,RNA,nonDRNA,4.69E-08,0.992555772,4.11E-12,0.007444181,1,0,0,0,9,0,3,10,5,5,15,3,5,0,8,3,4,4,0,7,2,3,3,10,0,10,2,0,4,0
202,nonDRNA,RNA,nonDRNA,4.22E-08,0.994377129,5.02E-12,0.005622829,1,0,0,0,15,0,2,6,9,5,8,2,2,0,17,8,2,7,0,3,1,0,5,8,0,6,1,0,5,0
203,nonDRNA,RNA,nonDRNA,5.03E-08,0.997086825,3.78E-12,0.002913125,1,0,0,0,10,0,4,6,8,2,7,4,0,0,1,2,0,2,0,4,3,3,3,1,0,5,3,0,3,0
204,nonDRNA,RNA,nonDRNA,5.21E-08,0.997573617,4.23E-12,0.002426331,1,0,0,0,5,0,0,0,7,5,3,2,1,0,1,4,0,2,0,2,0,1,7,5,0,5,2,0,1,0
205,nonDRNA,RNA,nonDRNA,2.95E-07,0.811981995,1.77E-10,0.18801771,1,0,0,0,37,0,0,19,14,12,39,6,9,0,27,12,2,20,0,4,16,13,25,16,0,30,4,0,17,0
206,nonDRNA,RNA,nonDRNA,1.08E-07,0.991416741,1.16E-11,0.008583151,1,0,0,0,7,0,12,5,5,3,7,0,5,0,5,4,0,7,0,5,3,6,13,9,0,4,0,0,3,0
207,nonDRNA,RNA,nonDRNA,1.06E-04,0.671494327,1.68E-06,0.328397599,1,0,0,0,46,0,2,20,25,44,56,14,25,0,14,44,11,13,0,32,13,24,27,28,0,34,18,0,15,0
208,nonDRNA,RNA,nonDRNA,5.77E-08,0.988769861,5.79E-12,0.011230081,1,0,0,0,30,0,1,7,3,4,20,5,8,0,11,11,5,3,0,3,7,3,10,1,0,10,2,0,3,0
209,nonDRNA,RNA,nonDRNA,1.89E-07,0.802766278,6.00E-11,0.197233532,1,0,0,0,40,0,0,13,18,11,30,8,8,0,18,29,6,9,0,16,18,13,16,18,0,30,5,0,10,0
210,nonDRNA,DNA,nonDRNA,1.28E-06,0.210829963,4.92E-09,0.789168748,1,0,0,0,30,0,6,35,35,18,23,16,33,0,45,32,9,14,0,23,12,24,27,15,0,26,6,0,22,0
211,nonDRNA,RNA,nonDRNA,1.88E-06,0.648115368,4.56E-09,0.351882751,1,0,0,0,24,0,5,21,40,11,13,8,25,0,37,57,10,14,0,2,15,16,14,11,0,15,2,0,34,0
212,nonDRNA,DNA,nonDRNA,2.65E-06,0.077632079,4.23E-08,0.92236523,1,0,0,0,27,0,7,36,49,23,30,10,36,0,59,51,14,21,0,12,23,19,39,16,0,31,4,0,16,0
213,nonDRNA,RNA,nonDRNA,2.39E-07,0.889953479,4.33E-11,0.110046282,1,0,0,0,13,0,12,7,9,4,23,5,11,0,9,13,6,17,0,11,7,4,25,11,0,18,4,0,13,0
214,nonDRNA,DNA,nonDRNA,8.41E-07,0.258423138,2.96E-09,0.741576018,1,0,0,0,22,0,0,20,43,25,21,12,23,0,28,39,6,29,0,18,29,26,40,10,0,29,3,0,11,0
215,nonDRNA,RNA,nonDRNA,9.93E-08,0.910243344,2.22E-11,0.089756557,1,0,0,0,23,0,1,17,15,10,21,3,18,0,25,21,5,8,0,21,5,7,21,13,0,18,3,0,11,0
216,nonDRNA,RNA,nonDRNA,8.58E-08,0.989809429,9.35E-12,0.010190485,1,0,0,0,8,0,10,8,8,4,9,9,4,0,9,2,3,2,0,5,4,6,7,2,0,6,1,0,2,0
217,nonDRNA,DNA,nonDRNA,1.20E-05,0.151725428,7.36E-08,0.848262529,1,0,0,0,78,0,6,41,14,13,46,20,17,0,10,31,6,24,0,26,14,29,35,34,0,32,10,0,18,0
218,nonDRNA,DNA,nonDRNA,7.29E-05,0.01015028,8.66E-06,0.989768189,1,0,0,0,58,0,11,24,26,31,63,21,33,0,19,47,21,25,0,35,29,28,62,42,0,45,7,0,24,0
219,nonDRNA,RNA,nonDRNA,5.56E-08,0.980995517,7.95E-12,0.019004427,0.598965792,0.200434356,0,0.200599851,11,0,1,6,10,4,10,8,9,0,12,25,1,10,0,3,10,6,13,11,0,11,2,0,11,0
220,nonDRNA,RNA,nonDRNA,3.53E-07,0.637804252,1.90E-10,0.362195396,1,0,0,0,48,0,6,21,26,13,34,8,11,0,12,37,10,6,0,12,18,19,31,15,0,21,1,0,14,0
221.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.54,0.45,0.80298638,0.19701362,0,0,65.00,0.00,11.00,69.00,83.00,42.00,38.00,12.00,33.00,0.00,60.00,89.00,11.00,41.00,0.00,64.00,45.00,25.00,97.00,46.00,0.00,49.00,7.00,0.00,9.00,0.00
222,nonDRNA,RNA,nonDRNA,3.56E-07,0.635858617,3.44E-10,0.364141027,1,0,0,0,39,0,7,21,29,21,19,10,25,0,34,27,8,15,0,14,16,12,16,19,0,19,2,0,9,0
223,nonDRNA,RNA,nonDRNA,2.33E-07,0.839344333,1.23E-10,0.160655434,1,0,0,0,28,0,5,18,41,12,18,4,6,0,18,33,13,6,0,20,21,5,26,15,0,6,1,0,3,0
224,nonDRNA,RNA,nonDRNA,7.27E-08,0.957893262,1.31E-11,0.042106666,1,0,0,0,21,0,7,11,16,6,27,5,14,0,18,17,3,10,0,3,10,11,14,10,0,13,2,0,7,0
225,nonDRNA,DNA,nonDRNA,3.67E-04,0.060248575,5.93E-05,0.939325574,0.801985672,0,0,0.198014328,67,0,7,28,39,51,57,10,33,0,39,64,12,19,0,35,29,35,36,37,0,55,3,0,19,0
226.00,nonDRNA,DRNA,nonDRNA,0.01,0.00,0.71,0.28,1,0,0,0,73.00,0.00,9.00,59.00,58.00,26.00,66.00,19.00,37.00,0.00,38.00,97.00,11.00,47.00,0.00,59.00,40.00,42.00,79.00,60.00,0.00,78.00,5.00,0.00,29.00,0.00
227,nonDRNA,RNA,nonDRNA,7.29E-08,0.961589207,1.73E-11,0.03841072,1,0,0,0,13,0,1,16,16,8,14,5,11,0,35,18,2,10,0,12,7,5,14,14,0,15,4,0,4,0
228,nonDRNA,RNA,nonDRNA,7.19E-08,0.961943564,1.71E-11,0.038056364,1,0,0,0,15,0,1,13,19,8,14,5,9,0,35,18,2,10,0,11,8,5,11,16,0,16,4,0,4,0
229,nonDRNA,DNA,nonDRNA,7.21E-06,0.004724925,4.90E-07,0.995267377,1,0,0,0,69,0,11,19,32,14,64,14,8,0,21,91,7,15,0,67,33,37,43,26,0,21,4,0,10,0
230,nonDRNA,DNA,nonDRNA,1.75E-06,0.070623726,1.34E-08,0.929374515,1,0,0,0,56,0,6,26,38,19,39,9,17,0,36,36,13,19,0,22,30,30,63,22,0,25,7,0,8,0
231,nonDRNA,RNA,nonDRNA,1.73E-07,0.79354622,4.10E-11,0.206453607,1,0,0,0,26,0,9,18,20,10,14,2,13,0,15,37,7,4,0,17,16,21,21,16,0,18,5,0,7,0
232,nonDRNA,RNA,nonDRNA,8.23E-08,0.965838604,1.57E-11,0.034161313,1,0,0,0,11,0,4,18,15,10,11,6,9,0,17,15,6,11,0,3,3,7,10,12,0,9,7,0,7,0
233,nonDRNA,DNA,nonDRNA,1.80E-06,0.121812834,1.22E-08,0.878185352,1,0,0,0,32,0,7,42,41,21,38,12,34,0,37,48,14,15,0,16,15,27,34,23,0,32,6,0,14,0
234,nonDRNA,DNA,nonDRNA,1.25E-04,2.56E-04,1.95E-04,0.9994239,1,0,0,0,52,0,13,39,42,33,56,20,43,0,41,68,18,27,0,51,41,40,78,39,0,40,8,0,17,0
235,nonDRNA,DNA,nonDRNA,2.11E-06,0.038234968,1.84E-08,0.961762908,1,0,0,0,39,0,12,26,42,29,32,15,27,0,22,48,13,26,0,39,15,32,29,25,0,32,4,0,17,0
236,nonDRNA,RNA,nonDRNA,1.85E-07,0.829018597,5.50E-11,0.170981217,1,0,0,0,28,0,4,18,19,16,23,13,12,0,13,25,4,6,0,20,11,18,25,10,0,18,7,0,7,0
237,nonDRNA,RNA,nonDRNA,1.87E-07,0.763552153,7.87E-11,0.23644766,1,0,0,0,26,0,5,17,28,6,7,7,11,0,35,34,7,11,0,23,6,18,24,22,0,21,6,0,11,0
238,nonDRNA,DNA,nonDRNA,1.66E-06,0.204898065,5.55E-09,0.795100272,1,0,0,0,29,0,9,21,38,13,27,13,22,0,43,37,5,14,0,27,20,21,30,23,0,31,9,0,26,0
239,nonDRNA,RNA,nonDRNA,5.74E-08,0.979072126,5.97E-12,0.020927816,1,0,0,0,19,0,5,15,10,4,21,3,10,0,6,20,6,6,0,3,4,15,14,13,0,10,1,0,1,0
240,nonDRNA,RNA,nonDRNA,1.88E-07,0.766336107,6.41E-11,0.233663704,0.808856228,0.191143772,0,0,30,0,5,17,21,9,17,9,14,0,18,37,5,12,0,25,14,18,15,15,0,25,6,0,13,0
241,nonDRNA,RNA,nonDRNA,3.46E-07,0.720906654,1.81E-10,0.279093,1,0,0,0,27,0,6,23,19,16,23,9,16,0,17,34,4,24,0,18,4,21,25,8,0,32,7,0,12,0
242,nonDRNA,RNA,nonDRNA,4.85E-08,0.984711384,4.17E-12,0.015288568,1,0,0,0,20,0,3,8,14,5,16,3,5,0,3,15,3,1,0,7,10,12,12,4,0,13,2,0,7,0
243,nonDRNA,RNA,nonDRNA,6.18E-08,0.965368912,9.62E-12,0.034631026,1,0,0,0,26,0,2,7,21,11,19,2,15,0,15,20,4,7,0,12,2,8,19,10,0,14,1,0,7,0
244,nonDRNA,DNA,nonDRNA,3.26E-06,0.113818867,2.52E-08,0.886177848,0.801382271,0.198617729,0,0,25,0,11,38,39,29,37,8,29,0,42,38,12,18,0,12,19,23,37,16,0,31,8,0,19,0
245,nonDRNA,DNA,nonDRNA,7.03E-06,0.031697427,1.27E-07,0.968295413,1,0,0,0,60,0,7,30,30,26,52,9,33,0,32,52,14,20,0,25,20,26,69,26,0,42,5,0,17,0
246,nonDRNA,DNA,nonDRNA,7.01E-07,0.181972317,6.42E-10,0.818026981,1,0,0,0,21,0,15,26,20,16,30,10,19,0,17,41,11,16,0,12,11,25,37,15,0,15,6,0,14,0
247,nonDRNA,DNA,nonDRNA,2.64E-05,4.47E-04,8.56E-06,0.999517999,0.592552708,0,0,0.407447292,49,0,19,36,85,21,43,21,8,0,21,52,15,8,0,35,34,58,36,23,0,46,9,0,11,0
248,nonDRNA,DNA,nonDRNA,5.44E-07,0.465020539,1.17E-09,0.534978915,0.594317559,0,0,0.405682441,26,0,5,28,41,22,9,11,14,0,43,45,8,16,0,11,15,21,29,21,0,27,1,0,11,0
