Feature,[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G6.1.1.1],[G6.1.1.2],[G6.1.1.3],[G6.1.1.4],[G6.1.1.5],[G6.1.1.6],[G6.1.1.7],[G6.1.1.8],[G6.1.1.9],[G6.1.1.10],[G6.1.1.11],[G6.1.1.12],[G6.1.1.13],[G6.1.1.14],[G6.1.1.15],[G6.1.1.16],[G6.1.1.17],[G6.1.1.18],[G6.1.1.19],[G6.1.1.20],[G6.1.1.21],[G6.1.1.22],[G6.1.1.23],[G6.1.1.24],[G6.1.1.25],[G6.1.1.26],[G6.1.1.27],[G6.1.1.28],[G6.1.1.29],[G6.1.1.30],[G6.1.1.31],[G6.1.1.32],[G6.1.1.33],[G6.1.1.34],[G6.1.1.35],[G6.1.1.36],[G6.1.1.37],[G6.1.1.38],[G6.1.1.39],[G6.1.1.40],[G6.1.1.41],[G6.1.1.42],[G6.1.1.43],[G6.1.1.44],[G6.1.1.45],[G6.1.1.46],[G6.1.1.47],[G6.1.1.48],[G6.1.1.49],[G6.1.1.50],[G9.1],[G9.2],[G9.3]
seq7397,0.066590,0.066590,0.000000,0.049942,0.000000,0.024971,0.083237,0.041618,0.000000,0.008324,0.008324,0.049942,0.016647,0.008324,0.124855,0.058266,0.041618,0.000000,0.000000,0.016647,0.010938,0.010610,0.009689,0.012740,0.011340,0.011812,0.010174,0.010375,0.012773,0.011313,0.010768,0.011760,0.010651,0.011938,0.010139,0.012463,0.010653,0.009089,0.012782,0.011407,0.009985,0.011110,0.011443,0.010219,0.011054,0.011216,0.012102,0.011848,0.010507,0.011207,0.099500,0.099500,0.000000,0.074625,0.000000,0.037313,0.124375,0.062188,0.000000,0.012438,0.012438,0.074625,0.024875,0.012438,0.186563,0.087063,0.062188,0.000000,0.000000,0.024875,0.000173,0.000170,0.000166,0.000187,0.000177,0.000195,0.000183,0.000178,0.000161,0.000181,0.000194,0.000146,0.000171,0.000135,0.000147,0.000175,0.000152,0.000150,0.000136,0.000186,0.000124,0.000136,0.000194,0.000161,0.000158,0.000186,0.000138,0.000172,0.000168,0.000198,0.053282,0.053282,0.000000,0.039962,0.000000,0.019981,0.066603,0.033301,0.000000,0.006660,0.006660,0.039962,0.013321,0.006660,0.099904,0.046622,0.033301,0.000000,0.000000,0.013321,0.015698,0.013213,0.013416,0.016861,0.014256,0.016933,0.012643,0.013854,0.017584,0.016150,0.015196,0.017183,0.015088,0.018731,0.013761,0.019033,0.015893,0.011979,0.017758,0.014851,0.016081,0.015039,0.017799,0.016103,0.014764,0.014280,0.017736,0.014984,0.014941,0.015368,41.962963,24.5320755,17.7304965
seq7398,0.072498,0.043499,0.007250,0.014500,0.007250,0.021749,0.050748,0.065248,0.007250,0.028999,0.043499,0.021749,0.028999,0.021749,0.021749,0.021749,0.007250,0.007250,0.014500,0.072498,0.013793,0.016334,0.014645,0.014817,0.011984,0.013651,0.013788,0.013619,0.015244,0.011835,0.013055,0.014589,0.015256,0.016650,0.015970,0.012125,0.014266,0.013404,0.013881,0.014405,0.014612,0.013456,0.012975,0.014391,0.014822,0.014110,0.012917,0.013818,0.014607,0.010998,0.123866,0.074320,0.012387,0.024773,0.012387,0.037160,0.086707,0.111480,0.012387,0.049547,0.074320,0.037160,0.049547,0.037160,0.037160,0.037160,0.012387,0.012387,0.024773,0.123866,0.000319,0.000356,0.000319,0.000306,0.000244,0.000335,0.000338,0.000308,0.000308,0.000305,0.000331,0.000296,0.000278,0.000352,0.000287,0.000268,0.000254,0.000297,0.000312,0.000314,0.000293,0.000300,0.000262,0.000258,0.000328,0.000295,0.000345,0.000246,0.000261,0.000352,0.067186,0.040312,0.006719,0.013437,0.006719,0.020156,0.047030,0.060468,0.006719,0.026875,0.040312,0.020156,0.026875,0.020156,0.020156,0.020156,0.006719,0.006719,0.013437,0.067186,0.014139,0.018448,0.019103,0.018318,0.014881,0.014410,0.016908,0.014274,0.015287,0.011589,0.014093,0.014937,0.016500,0.017407,0.017466,0.016574,0.014741,0.010975,0.016169,0.015419,0.016564,0.014133,0.014431,0.016278,0.018811,0.015162,0.013043,0.013888,0.016737,0.011825,33.,28.0113208,28.3652482
seq7399,0.067200,0.033600,0.013440,0.020160,0.006720,0.020160,0.033600,0.060480,0.013440,0.006720,0.107520,0.000000,0.006720,0.020160,0.026880,0.040320,0.026880,0.000000,0.006720,0.026880,0.015139,0.015015,0.015057,0.016745,0.014798,0.015025,0.015712,0.015138,0.013524,0.016042,0.015776,0.014506,0.018652,0.018233,0.015428,0.015620,0.015327,0.015020,0.015936,0.012812,0.013050,0.015947,0.017321,0.016788,0.015708,0.014048,0.013873,0.014095,0.015740,0.016324,0.124032,0.062016,0.024806,0.037210,0.012403,0.037210,0.062016,0.111629,0.024806,0.012403,0.198451,0.000000,0.012403,0.037210,0.049613,0.074419,0.049613,0.000000,0.012403,0.049613,0.000304,0.000315,0.000257,0.000232,0.000235,0.000326,0.000269,0.000249,0.000247,0.000292,0.000313,0.000223,0.000232,0.000316,0.000244,0.000194,0.000247,0.000277,0.000282,0.000251,0.000219,0.000275,0.000243,0.000236,0.000267,0.000224,0.000304,0.000233,0.000225,0.000213,0.067494,0.033747,0.013499,0.020248,0.006749,0.020248,0.033747,0.060745,0.013499,0.006749,0.107991,0.000000,0.006749,0.020248,0.026998,0.040496,0.026998,0.000000,0.006749,0.026998,0.015155,0.015658,0.014912,0.019106,0.014111,0.016069,0.016953,0.014171,0.014475,0.016678,0.017980,0.015249,0.016774,0.017104,0.015954,0.016626,0.013843,0.015002,0.014870,0.012326,0.012417,0.014567,0.015725,0.016206,0.015095,0.013951,0.015157,0.014372,0.014912,0.014630,35.9382716,24.6301887,32.6453901
seq7400,0.035460,0.049644,0.007092,0.063828,0.000000,0.042552,0.049644,0.021276,0.021276,0.035460,0.021276,0.007092,0.028368,0.014184,0.042552,0.014184,0.028368,0.014184,0.042552,0.028368,0.014468,0.014445,0.014894,0.013193,0.014912,0.014300,0.014981,0.012218,0.013995,0.013442,0.015125,0.013586,0.014729,0.012854,0.013084,0.014864,0.015885,0.016922,0.014216,0.012264,0.014618,0.016430,0.014692,0.015502,0.015788,0.014600,0.015856,0.012791,0.013897,0.014089,0.061938,0.086713,0.012388,0.111488,0.000000,0.074326,0.086713,0.037163,0.037163,0.061938,0.037163,0.012388,0.049550,0.024775,0.074326,0.024775,0.049550,0.024775,0.074326,0.049550,0.000307,0.000278,0.000416,0.000279,0.000380,0.000237,0.000344,0.000240,0.000343,0.000286,0.000330,0.000257,0.000296,0.000258,0.000280,0.000242,0.000299,0.000303,0.000307,0.000245,0.000307,0.000309,0.000367,0.000263,0.000334,0.000211,0.000360,0.000245,0.000386,0.000283,0.029247,0.040946,0.005849,0.052645,0.000000,0.035097,0.040946,0.017548,0.017548,0.029247,0.017548,0.005849,0.023398,0.011699,0.035097,0.011699,0.023398,0.011699,0.035097,0.023398,0.017705,0.017736,0.018765,0.014929,0.019481,0.017774,0.019735,0.014802,0.019508,0.016892,0.018394,0.016086,0.019060,0.015819,0.015961,0.016261,0.020164,0.021144,0.016158,0.014520,0.018572,0.020772,0.018040,0.016975,0.018257,0.016810,0.019339,0.015440,0.017970,0.018973,44.3333333,28.7698113,22.1595745
seq7401,0.057502,0.057502,0.000000,0.028751,0.007188,0.000000,0.043126,0.050314,0.028751,0.014375,0.057502,0.014375,0.021563,0.014375,0.035938,0.028751,0.043126,0.000000,0.043126,0.028751,0.013815,0.017437,0.013408,0.013082,0.016453,0.016725,0.012657,0.012378,0.014839,0.013244,0.012531,0.014426,0.013543,0.013690,0.012494,0.016480,0.013523,0.014783,0.016130,0.012566,0.013125,0.015596,0.015890,0.013205,0.012740,0.016611,0.015543,0.011116,0.012164,0.014788,0.099215,0.099215,0.000000,0.049608,0.012402,0.000000,0.074411,0.086813,0.049608,0.024804,0.099215,0.024804,0.037206,0.024804,0.062009,0.049608,0.074411,0.000000,0.074411,0.049608,0.000274,0.000234,0.000323,0.000233,0.000282,0.000250,0.000256,0.000304,0.000260,0.000275,0.000277,0.000346,0.000256,0.000275,0.000223,0.000270,0.000306,0.000243,0.000292,0.000211,0.000293,0.000206,0.000276,0.000271,0.000254,0.000257,0.000231,0.000208,0.000232,0.000230,0.053413,0.053413,0.000000,0.026706,0.006677,0.000000,0.040060,0.046736,0.026706,0.013353,0.053413,0.013353,0.020030,0.013353,0.033383,0.026706,0.040060,0.000000,0.040060,0.026706,0.014113,0.017744,0.013633,0.015824,0.018947,0.019209,0.015439,0.014424,0.015809,0.014075,0.014319,0.015570,0.013346,0.013061,0.015524,0.017779,0.014687,0.016369,0.018540,0.012891,0.014586,0.016794,0.015863,0.013721,0.014904,0.018152,0.014370,0.012075,0.015001,0.019105,39.6790123,27.0603774,26.4929078
seq7402,0.067778,0.045186,0.000000,0.015062,0.000000,0.045186,0.052716,0.075309,0.007531,0.007531,0.060247,0.030124,0.007531,0.007531,0.022593,0.037655,0.030124,0.007531,0.022593,0.060247,0.014180,0.014473,0.012826,0.013204,0.014063,0.014052,0.014970,0.013600,0.012441,0.014837,0.012556,0.013772,0.011844,0.013082,0.011630,0.014162,0.014285,0.013391,0.014060,0.013935,0.012204,0.013642,0.011451,0.013363,0.014152,0.010703,0.011892,0.012396,0.014020,0.012340,0.111635,0.074423,0.000000,0.024808,0.000000,0.074423,0.086827,0.124038,0.012404,0.012404,0.099231,0.049615,0.012404,0.012404,0.037212,0.062019,0.049615,0.012404,0.037212,0.099231,0.000224,0.000259,0.000285,0.000288,0.000246,0.000201,0.000269,0.000281,0.000306,0.000293,0.000219,0.000191,0.000206,0.000234,0.000331,0.000318,0.000213,0.000215,0.000274,0.000260,0.000379,0.000269,0.000259,0.000213,0.000225,0.000226,0.000291,0.000238,0.000269,0.000210,0.060819,0.040546,0.000000,0.013515,0.000000,0.040546,0.047304,0.067577,0.006758,0.006758,0.054062,0.027031,0.006758,0.006758,0.020273,0.033789,0.027031,0.006758,0.020273,0.054062,0.015966,0.018270,0.016014,0.014023,0.014975,0.015982,0.016824,0.015309,0.015343,0.015578,0.015010,0.017279,0.014556,0.016601,0.016008,0.016928,0.016290,0.017081,0.014195,0.015858,0.013805,0.013631,0.011285,0.017868,0.015402,0.010699,0.013038,0.014769,0.018192,0.012604,33.0617284,23.4037736,24.7836879
seq7403,0.026981,0.006745,0.060707,0.020236,0.006745,0.006745,0.053961,0.026981,0.040471,0.020236,0.080942,0.026981,0.006745,0.006745,0.020236,0.047216,0.026981,0.000000,0.033726,0.020236,0.016678,0.016271,0.013490,0.014598,0.015763,0.017014,0.012039,0.016276,0.015561,0.014602,0.015574,0.016241,0.018159,0.015993,0.012947,0.014891,0.018198,0.013650,0.013942,0.016205,0.016160,0.014818,0.015264,0.014722,0.013822,0.015420,0.017165,0.014073,0.015733,0.015118,0.049543,0.012386,0.111473,0.037158,0.012386,0.012386,0.099087,0.049543,0.074315,0.037158,0.148630,0.049543,0.012386,0.012386,0.037158,0.086701,0.049543,0.000000,0.061929,0.037158,0.000292,0.000360,0.000330,0.000328,0.000275,0.000330,0.000265,0.000294,0.000286,0.000214,0.000324,0.000318,0.000285,0.000267,0.000238,0.000368,0.000362,0.000335,0.000303,0.000240,0.000333,0.000298,0.000333,0.000303,0.000285,0.000389,0.000352,0.000226,0.000255,0.000346,0.026030,0.006508,0.058568,0.019523,0.006508,0.006508,0.052061,0.026030,0.039045,0.019523,0.078091,0.026030,0.006508,0.006508,0.019523,0.045553,0.026030,0.000000,0.032538,0.019523,0.017892,0.016243,0.014865,0.015625,0.017414,0.018857,0.010955,0.017193,0.015066,0.018577,0.014305,0.015686,0.016691,0.016806,0.016568,0.015145,0.019650,0.015142,0.015081,0.015182,0.018386,0.014143,0.014241,0.017020,0.015788,0.014780,0.016560,0.016697,0.013809,0.015027,43.691358,25.0226415,24.9326241
seq7404,0.028177,0.028177,0.056353,0.021132,0.007044,0.021132,0.014088,0.035221,0.007044,0.042265,0.035221,0.014088,0.007044,0.042265,0.049309,0.063397,0.028177,0.007044,0.014088,0.042265,0.016634,0.013887,0.018464,0.011399,0.014617,0.011966,0.015532,0.014055,0.017478,0.012750,0.014183,0.012218,0.014866,0.015752,0.015584,0.014557,0.011958,0.015182,0.015502,0.014877,0.013670,0.016059,0.011475,0.015464,0.013229,0.018688,0.012334,0.016104,0.011822,0.016160,0.049414,0.049414,0.098828,0.037061,0.012354,0.037061,0.024707,0.061768,0.012354,0.074121,0.061768,0.024707,0.012354,0.074121,0.086475,0.111182,0.049414,0.012354,0.024707,0.074121,0.000354,0.000394,0.000356,0.000387,0.000383,0.000299,0.000413,0.000444,0.000388,0.000373,0.000422,0.000370,0.000358,0.000387,0.000367,0.000328,0.000348,0.000359,0.000395,0.000426,0.000369,0.000344,0.000444,0.000430,0.000445,0.000470,0.000365,0.000503,0.000483,0.000314,0.021946,0.021946,0.043892,0.016460,0.005487,0.016460,0.010973,0.027433,0.005487,0.032919,0.027433,0.010973,0.005487,0.032919,0.038406,0.049379,0.021946,0.005487,0.010973,0.032919,0.021882,0.017993,0.026920,0.014104,0.017504,0.013507,0.021091,0.019358,0.021338,0.017223,0.016218,0.016182,0.019964,0.021668,0.018359,0.017894,0.014633,0.020515,0.020090,0.020915,0.016813,0.017936,0.013952,0.021872,0.017502,0.024497,0.013820,0.020571,0.012884,0.023871,42.4074074,28.2528302,25.4148936
seq7405,0.030711,0.030711,0.000000,0.046066,0.007678,0.015355,0.015355,0.115165,0.007678,0.038388,0.023033,0.023033,0.007678,0.015355,0.061422,0.069099,0.038388,0.000000,0.023033,0.046066,0.012933,0.011797,0.013206,0.011753,0.011227,0.012527,0.011032,0.012258,0.012367,0.012132,0.013981,0.013910,0.011395,0.014496,0.012200,0.013948,0.013635,0.014567,0.013429,0.013556,0.012228,0.013569,0.013561,0.014575,0.012721,0.011732,0.014522,0.011748,0.012254,0.012525,0.049459,0.049459,0.000000,0.074189,0.012365,0.024730,0.024730,0.185472,0.012365,0.061824,0.037094,0.037094,0.012365,0.024730,0.098918,0.111283,0.061824,0.000000,0.037094,0.074189,0.000306,0.000289,0.000329,0.000321,0.000326,0.000320,0.000326,0.000368,0.000423,0.000370,0.000442,0.000329,0.000401,0.000364,0.000439,0.000372,0.000382,0.000431,0.000388,0.000419,0.000376,0.000323,0.000372,0.000330,0.000375,0.000418,0.000322,0.000292,0.000311,0.000352,0.023442,0.023442,0.000000,0.035163,0.005860,0.011721,0.011721,0.087907,0.005860,0.029302,0.017581,0.017581,0.005860,0.011721,0.046884,0.052744,0.029302,0.000000,0.017581,0.035163,0.018581,0.017636,0.018847,0.017552,0.017049,0.017387,0.014914,0.017647,0.017235,0.016732,0.019928,0.020282,0.016083,0.019992,0.017121,0.019298,0.020912,0.020660,0.016234,0.018692,0.015465,0.018299,0.018268,0.019466,0.017330,0.013735,0.020146,0.013611,0.014911,0.017148,34.6666667,24.7132075,21.7695035
seq7406,0.049411,0.056470,0.007059,0.049411,0.007059,0.042352,0.014117,0.056470,0.014117,0.035294,0.077646,0.014117,0.007059,0.021176,0.007059,0.035294,0.021176,0.000000,0.000000,0.049411,0.016601,0.015909,0.014971,0.015600,0.013881,0.015205,0.014833,0.014400,0.013251,0.013254,0.016567,0.011667,0.017906,0.015300,0.014460,0.015748,0.013020,0.013297,0.015727,0.013391,0.014353,0.014087,0.017314,0.013640,0.014740,0.013393,0.010822,0.014805,0.014642,0.012519,0.086636,0.099012,0.012377,0.086636,0.012377,0.074259,0.024753,0.099012,0.024753,0.061883,0.136142,0.024753,0.012377,0.037130,0.012377,0.061883,0.037130,0.000000,0.000000,0.086636,0.000354,0.000367,0.000252,0.000384,0.000358,0.000273,0.000344,0.000370,0.000291,0.000326,0.000417,0.000282,0.000313,0.000371,0.000305,0.000350,0.000342,0.000281,0.000371,0.000370,0.000293,0.000350,0.000334,0.000249,0.000380,0.000328,0.000263,0.000348,0.000349,0.000263,0.046299,0.052913,0.006614,0.046299,0.006614,0.039684,0.013228,0.052913,0.013228,0.033070,0.072755,0.013228,0.006614,0.019842,0.006614,0.033070,0.019842,0.000000,0.000000,0.046299,0.018753,0.014867,0.016372,0.016519,0.014192,0.015915,0.014477,0.016192,0.016912,0.015758,0.017985,0.010206,0.017085,0.015808,0.017574,0.017976,0.013985,0.015198,0.016740,0.014018,0.017335,0.016607,0.016898,0.013495,0.015747,0.016469,0.017056,0.015209,0.014131,0.011393,35.1975309,24.6037736,28.4787234
seq7407,0.034309,0.061756,0.027447,0.041171,0.000000,0.041171,0.041171,0.020585,0.034309,0.027447,0.061756,0.034309,0.006862,0.013724,0.020585,0.041171,0.006862,0.013724,0.006862,0.013724,0.015405,0.016005,0.015792,0.012701,0.012689,0.012029,0.016274,0.014218,0.016658,0.013011,0.014539,0.016571,0.014728,0.015439,0.014643,0.011271,0.016626,0.018085,0.015192,0.015148,0.011709,0.014455,0.019664,0.016501,0.014645,0.013286,0.015044,0.017474,0.014953,0.016300,0.062000,0.111599,0.049600,0.074399,0.000000,0.074399,0.074399,0.037200,0.062000,0.049600,0.111599,0.062000,0.012400,0.024800,0.037200,0.074399,0.012400,0.024800,0.012400,0.024800,0.000237,0.000308,0.000243,0.000317,0.000325,0.000233,0.000236,0.000280,0.000232,0.000303,0.000340,0.000221,0.000241,0.000276,0.000189,0.000215,0.000238,0.000221,0.000266,0.000267,0.000229,0.000276,0.000301,0.000238,0.000291,0.000344,0.000272,0.000314,0.000303,0.000250,0.032043,0.057678,0.025635,0.038452,0.000000,0.038452,0.038452,0.019226,0.032043,0.025635,0.057678,0.032043,0.006409,0.012817,0.019226,0.038452,0.006409,0.012817,0.006409,0.012817,0.019021,0.017741,0.016949,0.013362,0.017234,0.015701,0.018502,0.014442,0.019654,0.016802,0.018505,0.016908,0.014694,0.017624,0.017193,0.013439,0.017758,0.016571,0.014936,0.016212,0.013259,0.013164,0.019052,0.014936,0.015148,0.012293,0.018005,0.014616,0.016077,0.017509,43.5679012,25.3471698,22.8049645
seq7408,0.087371,0.079428,0.031771,0.039714,0.000000,0.000000,0.031771,0.079428,0.015886,0.015886,0.031771,0.000000,0.007943,0.015886,0.039714,0.039714,0.031771,0.000000,0.039714,0.047657,0.009938,0.012800,0.012335,0.012800,0.015538,0.014035,0.011776,0.010735,0.012468,0.012190,0.011635,0.012816,0.014512,0.013596,0.013372,0.011270,0.010841,0.010831,0.010451,0.012531,0.012954,0.012802,0.013224,0.011682,0.009678,0.011152,0.011885,0.010859,0.011079,0.012786,0.136173,0.123794,0.049517,0.061897,0.000000,0.000000,0.049517,0.123794,0.024759,0.024759,0.049517,0.000000,0.012379,0.024759,0.061897,0.061897,0.049517,0.000000,0.061897,0.074276,0.000378,0.000286,0.000335,0.000305,0.000377,0.000333,0.000317,0.000385,0.000335,0.000346,0.000312,0.000350,0.000304,0.000341,0.000397,0.000317,0.000356,0.000288,0.000359,0.000262,0.000307,0.000238,0.000298,0.000204,0.000324,0.000242,0.000376,0.000329,0.000291,0.000362,0.072976,0.066342,0.026537,0.033171,0.000000,0.000000,0.026537,0.066342,0.013268,0.013268,0.026537,0.000000,0.006634,0.013268,0.033171,0.033171,0.026537,0.000000,0.033171,0.039805,0.010541,0.016336,0.014863,0.015790,0.020090,0.018760,0.016334,0.014363,0.015882,0.015570,0.014146,0.015781,0.017334,0.016977,0.015413,0.012336,0.013401,0.014718,0.014959,0.016381,0.016656,0.017646,0.018097,0.014467,0.012942,0.017570,0.015634,0.011923,0.015840,0.018516,39.2469136,23.5283019,22.606383
seq7409,0.041092,0.013697,0.034244,0.034244,0.006849,0.027395,0.034244,0.041092,0.006849,0.034244,0.054790,0.020546,0.041092,0.020546,0.020546,0.034244,0.020546,0.000000,0.000000,0.061638,0.013579,0.015441,0.016061,0.015021,0.016201,0.015252,0.014857,0.013984,0.013013,0.014660,0.014981,0.013550,0.015663,0.015719,0.015677,0.013671,0.013420,0.013746,0.014829,0.016289,0.015848,0.016329,0.016387,0.016950,0.015386,0.016189,0.014699,0.014773,0.013442,0.016488,0.074178,0.024726,0.061815,0.061815,0.012363,0.049452,0.061815,0.074178,0.012363,0.061815,0.098903,0.037089,0.074178,0.037089,0.037089,0.061815,0.037089,0.000000,0.000000,0.111266,0.000404,0.000259,0.000368,0.000348,0.000326,0.000327,0.000405,0.000378,0.000419,0.000354,0.000361,0.000391,0.000356,0.000364,0.000372,0.000350,0.000338,0.000415,0.000285,0.000485,0.000316,0.000456,0.000343,0.000356,0.000382,0.000376,0.000423,0.000339,0.000300,0.000369,0.038137,0.012712,0.031781,0.031781,0.006356,0.025425,0.031781,0.038137,0.006356,0.031781,0.050850,0.019069,0.038137,0.019069,0.019069,0.031781,0.019069,0.000000,0.000000,0.057206,0.015679,0.014758,0.017764,0.017287,0.016826,0.015730,0.016265,0.016295,0.014075,0.017148,0.018436,0.015952,0.017324,0.016458,0.018331,0.015398,0.016464,0.014204,0.014490,0.017661,0.016284,0.015934,0.020037,0.018253,0.016557,0.019359,0.016072,0.013224,0.013741,0.015497,37.2222222,26.4037736,30.1241135
seq7410,0.066725,0.022242,0.022242,0.007414,0.007414,0.029655,0.103794,0.037069,0.022242,0.007414,0.051897,0.037069,0.022242,0.000000,0.051897,0.029655,0.022242,0.000000,0.000000,0.051897,0.011960,0.012843,0.012295,0.013258,0.013675,0.013823,0.013098,0.013596,0.012190,0.012750,0.013444,0.012488,0.011986,0.012484,0.011901,0.012649,0.015007,0.014426,0.015351,0.015258,0.013678,0.015687,0.013401,0.012123,0.013279,0.013503,0.015156,0.015672,0.014266,0.015642,0.111782,0.037261,0.037261,0.012420,0.012420,0.049681,0.173883,0.062101,0.037261,0.012420,0.086941,0.062101,0.037261,0.000000,0.086941,0.049681,0.037261,0.000000,0.000000,0.086941,0.000205,0.000212,0.000181,0.000214,0.000227,0.000214,0.000246,0.000224,0.000231,0.000234,0.000247,0.000261,0.000233,0.000237,0.000214,0.000195,0.000194,0.000228,0.000216,0.000220,0.000193,0.000196,0.000228,0.000220,0.000160,0.000170,0.000205,0.000189,0.000199,0.000189,0.064848,0.021616,0.021616,0.007205,0.007205,0.028821,0.100875,0.036027,0.021616,0.007205,0.050437,0.036027,0.021616,0.000000,0.050437,0.028821,0.021616,0.000000,0.000000,0.050437,0.011527,0.014724,0.014623,0.014298,0.014005,0.016286,0.013295,0.014423,0.011769,0.012463,0.014371,0.011923,0.013503,0.012487,0.012373,0.013440,0.015326,0.015687,0.017312,0.015196,0.015526,0.014592,0.014382,0.011523,0.010690,0.016884,0.016756,0.016196,0.013556,0.014437,36.4320988,23.8566038,23.6453901
seq7411,0.099421,0.007648,0.022943,0.007648,0.022943,0.007648,0.053534,0.053534,0.015295,0.038239,0.030591,0.007648,0.022943,0.007648,0.045886,0.030591,0.045886,0.007648,0.015295,0.068830,0.013007,0.015704,0.013768,0.012204,0.010974,0.012290,0.014335,0.013134,0.011721,0.013236,0.012811,0.012257,0.013879,0.011883,0.010765,0.014394,0.013473,0.011024,0.011890,0.014653,0.012701,0.013477,0.011755,0.011115,0.013957,0.014826,0.013868,0.012097,0.013173,0.013814,0.160979,0.012383,0.037149,0.012383,0.037149,0.012383,0.086681,0.086681,0.024766,0.061915,0.049532,0.012383,0.037149,0.012383,0.074298,0.049532,0.074298,0.012383,0.024766,0.111447,0.000323,0.000342,0.000314,0.000316,0.000290,0.000318,0.000362,0.000294,0.000277,0.000314,0.000272,0.000340,0.000329,0.000363,0.000251,0.000317,0.000313,0.000235,0.000279,0.000313,0.000257,0.000346,0.000337,0.000272,0.000388,0.000313,0.000321,0.000387,0.000296,0.000280,0.082766,0.006367,0.019100,0.006367,0.019100,0.006367,0.044566,0.044566,0.012733,0.031833,0.025466,0.006367,0.019100,0.006367,0.038200,0.025466,0.038200,0.006367,0.012733,0.057299,0.017279,0.020469,0.018048,0.015422,0.014464,0.014502,0.017537,0.016721,0.012472,0.015587,0.017387,0.015543,0.017559,0.014486,0.012580,0.020497,0.016822,0.014597,0.015066,0.018985,0.013310,0.016973,0.014762,0.013055,0.016881,0.020254,0.017696,0.014447,0.019054,0.018218,35.2345679,27.0943396,27.7659574
seq7412,0.070407,0.021122,0.021122,0.035204,0.000000,0.014081,0.014081,0.014081,0.007041,0.035204,0.056326,0.028163,0.014081,0.042244,0.049285,0.063366,0.042244,0.000000,0.007041,0.028163,0.015037,0.012520,0.015434,0.015645,0.013700,0.013918,0.014502,0.015580,0.013515,0.015744,0.013747,0.014314,0.014352,0.014826,0.015390,0.015494,0.015282,0.015862,0.014828,0.014759,0.014314,0.014481,0.013793,0.014619,0.013947,0.014464,0.016639,0.013353,0.012467,0.014216,0.123898,0.037169,0.037169,0.061949,0.000000,0.024780,0.024780,0.024780,0.012390,0.061949,0.099119,0.049559,0.024780,0.074339,0.086729,0.111508,0.074339,0.000000,0.012390,0.049559,0.000297,0.000256,0.000296,0.000290,0.000303,0.000300,0.000248,0.000230,0.000303,0.000286,0.000278,0.000378,0.000247,0.000314,0.000265,0.000314,0.000322,0.000273,0.000318,0.000304,0.000284,0.000314,0.000295,0.000323,0.000302,0.000226,0.000300,0.000265,0.000320,0.000363,0.060313,0.018094,0.018094,0.030156,0.000000,0.012063,0.012063,0.012063,0.006031,0.030156,0.048250,0.024125,0.012063,0.036188,0.042219,0.054282,0.036188,0.000000,0.006031,0.024125,0.019643,0.013854,0.018249,0.019843,0.019083,0.016658,0.016848,0.018839,0.013654,0.017679,0.015290,0.017416,0.017301,0.017779,0.018013,0.018459,0.018286,0.020101,0.013696,0.017248,0.015062,0.016497,0.015779,0.018550,0.017627,0.016321,0.021257,0.016728,0.014925,0.016812,42.2345679,28.6981132,29.8120567
